month_end,ticker,n_days,month,month_name,year,rv_ann,log_rv_ann,is_winter,is_summer,lag_log_rv_ann
2007-10-31,UNG,23,10,Oct,2007,0.45612586690559187,-0.7849864836395718,0,0,-0.5670326654579365
2007-11-30,UNG,21,11,Nov,2007,0.38269275498985267,-0.9605228180339582,1,0,-0.7849864836395718
2007-12-31,UNG,20,12,Dec,2007,0.28092511831910727,-1.2696671280114074,1,0,-0.9605228180339582
2008-01-31,UNG,21,1,Jan,2008,0.3285110164139439,-1.1131849061130958,1,0,-1.2696671280114074
2008-02-29,UNG,20,2,Feb,2008,0.37214444689275955,-0.9884732019783716,1,0,-1.1131849061130958
2008-03-31,UNG,20,3,Mar,2008,0.4344288434109086,-0.833723114291107,1,0,-0.9884732019783716
2008-04-30,UNG,22,4,Apr,2008,0.3852547318564484,-0.9538505222968011,0,0,-0.833723114291107
2008-05-31,UNG,21,5,May,2008,0.39720029897302267,-0.9233145941099359,0,0,-0.9538505222968011
2008-06-30,UNG,21,6,Jun,2008,0.29745624366052037,-1.2124881449465006,0,1,-0.9233145941099359
2008-07-31,UNG,22,7,Jul,2008,0.5230524504154475,-0.6480735323444414,0,1,-1.2124881449465006
2008-08-31,UNG,21,8,Aug,2008,0.5410269517275368,-0.6142861830262031,0,1,-0.6480735323444414
2008-09-30,UNG,21,9,Sep,2008,0.5917408321710264,-0.5246865234481903,0,0,-0.6142861830262031
2008-10-31,UNG,23,10,Oct,2008,0.54623062420363,-0.6047140037668696,0,0,-0.5246865234481903
2008-11-30,UNG,19,11,Nov,2008,0.6914527156986544,-0.36896050953756065,1,0,-0.6047140037668696
2008-12-31,UNG,22,12,Dec,2008,0.4990233962488174,-0.69510229805957,1,0,-0.36896050953756065
2009-01-31,UNG,20,1,Jan,2009,0.5132172295191818,-0.6670560740856141,1,0,-0.69510229805957
2009-02-28,UNG,19,2,Feb,2009,0.48686408570733397,-0.7197702796408232,1,0,-0.6670560740856141
2009-03-31,UNG,22,3,Mar,2009,0.6938195356022554,-0.3655433874455873,1,0,-0.7197702796408232
2009-04-30,UNG,21,4,Apr,2009,0.4135087199294095,-0.883076676640598,0,0,-0.3655433874455873
2009-05-31,UNG,20,5,May,2009,0.7797933984425517,-0.24872626817535834,0,0,-0.883076676640598
2009-06-30,UNG,22,6,Jun,2009,0.6179377028237278,-0.48136763109791036,0,1,-0.24872626817535834
2009-07-31,UNG,22,7,Jul,2009,0.5285464271182463,-0.6376246305703781,0,1,-0.48136763109791036
2009-08-31,UNG,21,8,Aug,2009,0.48489548027590157,-0.7238219158548738,0,1,-0.6376246305703781
2009-09-30,UNG,21,9,Sep,2009,0.7201860480942665,-0.3282457002206742,0,0,-0.7238219158548738
2009-10-31,UNG,22,10,Oct,2009,0.500513062630724,-0.6921215814051532,0,0,-0.3282457002206742
2009-11-30,UNG,20,11,Nov,2009,0.46700588306857804,-0.7614134238153336,1,0,-0.6921215814051532
2009-12-31,UNG,22,12,Dec,2009,0.5136227918474153,-0.666266150941048,1,0,-0.7614134238153336
2010-01-31,UNG,19,1,Jan,2010,0.45723250453466635,-0.782563254805861,1,0,-0.666266150941048
2010-02-28,UNG,19,2,Feb,2010,0.30858694843167866,-1.17575163278063,1,0,-0.782563254805861
2010-03-31,UNG,23,3,Mar,2010,0.32621675325175303,-1.12019323127973,1,0,-1.17575163278063
2010-04-30,UNG,21,4,Apr,2010,0.5283297310320507,-0.6380346995979762,0,0,-1.12019323127973
2010-05-31,UNG,20,5,May,2010,0.3153418411115962,-1.1540980186929968,0,0,-0.6380346995979762
2010-06-30,UNG,22,6,Jun,2010,0.49414118609754354,-0.7049340008108841,0,1,-1.1540980186929968
2010-07-31,UNG,21,7,Jul,2010,0.39066893874172043,-0.9398947816384252,0,1,-0.7049340008108841
2010-08-31,UNG,22,8,Aug,2010,0.3237797874420646,-1.1276916626577673,0,1,-0.9398947816384252
2010-09-30,UNG,21,9,Sep,2010,0.30257759797548617,-1.1954175121744313,0,0,-1.1276916626577673
2010-10-31,UNG,21,10,Oct,2010,0.3763817610723303,-0.977151328682121,0,0,-1.1954175121744313
2010-11-30,UNG,21,11,Nov,2010,0.40314044339476934,-0.9084702829695516,1,0,-0.977151328682121
2010-12-31,UNG,22,12,Dec,2010,0.3843802362682567,-0.9561230177024197,1,0,-0.9084702829695516
2011-01-31,UNG,20,1,Jan,2011,0.36302413039059284,-1.0132859720214304,1,0,-0.9561230177024197
2011-02-28,UNG,19,2,Feb,2011,0.29771833527892655,-1.2116074230722076,1,0,-1.0132859720214304
2011-03-31,UNG,23,3,Mar,2011,0.3687820219602392,-0.9975495358842058,1,0,-1.2116074230722076
2011-04-30,UNG,20,4,Apr,2011,0.28548236709732555,-1.253575013273862,0,0,-0.9975495358842058
2011-05-31,UNG,21,5,May,2011,0.3799935322893645,-0.9676010466976984,0,0,-1.253575013273862
2011-06-30,UNG,22,6,Jun,2011,0.31300418643623296,-1.1615387133357986,0,1,-0.9676010466976984
2011-07-31,UNG,20,7,Jul,2011,0.2423832095182827,-1.4172352948499434,0,1,-1.1615387133357986
2011-08-31,UNG,23,8,Aug,2011,0.28277785527814975,-1.2630936532656578,0,1,-1.4172352948499434
2011-09-30,UNG,21,9,Sep,2011,0.3009538399247476,-1.2007983817251895,0,0,-1.2630936532656578
2011-10-31,UNG,21,10,Oct,2011,0.31787193887698323,-1.1461066852445914,0,0,-1.2007983817251895
2011-11-30,UNG,21,11,Nov,2011,0.3263324175118108,-1.1198387315226197,1,0,-1.1461066852445914
2011-12-31,UNG,21,12,Dec,2011,0.30077616546828845,-1.2013889271858789,1,0,-1.1198387315226197
2012-01-31,UNG,20,1,Jan,2012,0.7237653575970038,-0.32328803084233654,1,0,-1.2013889271858789
2012-02-29,UNG,20,2,Feb,2012,0.47725102810156705,-0.7397126621584494,1,0,-0.32328803084233654
2012-03-31,UNG,22,3,Mar,2012,0.39289323861924175,-0.934217361475847,1,0,-0.7397126621584494
2012-04-30,UNG,20,4,Apr,2012,0.4235989041522889,-0.8589682522452742,0,0,-0.934217361475847
2012-05-31,UNG,22,5,May,2012,0.4700969919058106,-0.7548162398114727,0,0,-0.8589682522452742
2012-06-30,UNG,21,6,Jun,2012,0.6710146886253898,-0.3989642516011849,0,1,-0.7548162398114727
2012-07-31,UNG,21,7,Jul,2012,0.4700137318626351,-0.7549933679758222,0,1,-0.3989642516011849
2012-08-31,UNG,23,8,Aug,2012,0.41861968790341636,-0.8707924373399394,0,1,-0.7549933679758222
2012-09-30,UNG,19,9,Sep,2012,0.4014446218070735,-0.9126856833596703,0,0,-0.8707924373399394
2012-10-31,UNG,21,10,Oct,2012,0.3472419660500822,-1.0577334335402129,0,0,-0.9126856833596703
2012-11-30,UNG,21,11,Nov,2012,0.3653348912448153,-1.0069408357951322,1,0,-1.0577334335402129
2012-12-31,UNG,20,12,Dec,2012,0.2964102569959359,-1.2160107809095069,1,0,-1.0069408357951322
2013-01-31,UNG,21,1,Jan,2013,0.36222295021896916,-1.0154953721526527,1,0,-1.2160107809095069
2013-02-28,UNG,19,2,Feb,2013,0.31904453639453123,-1.1424245734201721,1,0,-1.0154953721526527
2013-03-31,UNG,20,3,Mar,2013,0.2628722864899906,-1.336086967447203,1,0,-1.1424245734201721
2013-04-30,UNG,22,4,Apr,2013,0.3286025240466971,-1.1129063921951492,0,0,-1.336086967447203
2013-05-31,UNG,22,5,May,2013,0.3388360593696259,-1.0822388892537786,0,0,-1.1129063921951492
2013-06-30,UNG,20,6,Jun,2013,0.29946314304949373,-1.2057639306036951,0,1,-1.0822388892537786
2013-07-31,UNG,22,7,Jul,2013,0.271583869250518,-1.3034842766279209,0,1,-1.2057639306036951
2013-08-31,UNG,22,8,Aug,2013,0.21802146743679912,-1.5231617465606115,0,1,-1.3034842766279209
2013-09-30,UNG,20,9,Sep,2013,0.2293849267612013,-1.472353783676713,0,0,-1.5231617465606115
2013-10-31,UNG,23,10,Oct,2013,0.2579032121787549,-1.3551709110395802,0,0,-1.472353783676713
2013-11-30,UNG,20,11,Nov,2013,0.2283914435090434,-1.476694264647022,1,0,-1.3551709110395802
2013-12-31,UNG,21,12,Dec,2013,0.32228574835159624,-1.1323167097186315,1,0,-1.476694264647022
2014-01-31,UNG,21,1,Jan,2014,0.6796687054306022,-0.3861497974276144,1,0,-1.1323167097186315
2014-02-28,UNG,19,2,Feb,2014,0.6135611547607169,-0.4884753380375078,1,0,-0.3861497974276144
2014-03-31,UNG,21,3,Mar,2014,0.2669936644643238,-1.3205303494614533,1,0,-0.4884753380375078
2014-04-30,UNG,21,4,Apr,2014,0.24436521063688874,-1.409091407819761,0,0,-1.3205303494614533
2014-05-31,UNG,21,5,May,2014,0.26217547543525915,-1.3387412458361774,0,0,-1.409091407819761
2014-06-30,UNG,21,6,Jun,2014,0.2624348890141396,-1.337752269568823,0,1,-1.3387412458361774
2014-07-31,UNG,22,7,Jul,2014,0.25424854626396826,-1.3694429618123185,0,1,-1.337752269568823
2014-08-31,UNG,21,8,Aug,2014,0.2559515761784548,-1.3627670079476533,0,1,-1.3694429618123185
2014-09-30,UNG,21,9,Sep,2014,0.2813230880869462,-1.2682514904699564,0,0,-1.3627670079476533
2014-10-31,UNG,23,10,Oct,2014,0.2567685127140433,-1.3595803287259347,0,0,-1.2682514904699564
2014-11-30,UNG,19,11,Nov,2014,0.5047682797349969,-0.6836558070214819,1,0,-1.3595803287259347
2014-12-31,UNG,22,12,Dec,2014,0.5663004287565847,-0.5686305487434966,1,0,-0.6836558070214819
2015-01-31,UNG,20,1,Jan,2015,0.6313839430881097,-0.45984113383078706,1,0,-0.5686305487434966
2015-02-28,UNG,19,2,Feb,2015,0.44016054011232203,-0.8206157547248325,1,0,-0.45984113383078706
2015-03-31,UNG,22,3,Mar,2015,0.35199563643571147,-1.044136499950333,1,0,-0.8206157547248325
2015-04-30,UNG,21,4,Apr,2015,0.3679389885075601,-0.9998381466572568,0,0,-1.044136499950333
2015-05-31,UNG,20,5,May,2015,0.33427024578638537,-1.0958054940449358,0,0,-0.9998381466572568
2015-06-30,UNG,22,6,Jun,2015,0.37422019621856634,-0.9829108948760505,0,1,-1.0958054940449358
2015-07-31,UNG,22,7,Jul,2015,0.2845199395021481,-1.2569519417481256,0,1,-0.9829108948760505
2015-08-31,UNG,21,8,Aug,2015,0.26568784320277966,-1.325433181110381,0,1,-1.2569519417481256
2015-09-30,UNG,21,9,Sep,2015,0.2789127291856941,-1.276856344710047,0,0,-1.325433181110381
2015-10-31,UNG,22,10,Oct,2015,0.35120866722321653,-1.046374738644098,0,0,-1.276856344710047
2015-11-30,UNG,20,11,Nov,2015,0.3597893324095825,-1.0222366065723207,1,0,-1.046374738644098
2015-12-31,UNG,22,12,Dec,2015,0.5625332252401285,-0.5753050795543921,1,0,-1.0222366065723207
2016-01-31,UNG,19,1,Jan,2016,0.4627765892763137,-0.7705108699111497,1,0,-0.5753050795543921
2016-02-29,UNG,20,2,Feb,2016,0.5368281878465435,-0.6220771838118391,1,0,-0.7705108699111497
2016-03-31,UNG,22,3,Mar,2016,0.39445778770932505,-0.9302431464255767,1,0,-0.6220771838118391
2016-04-30,UNG,21,4,Apr,2016,0.5059851981387596,-0.6812478628127381,0,0,-0.9302431464255767
2016-05-31,UNG,21,5,May,2016,0.3763922900115112,-0.9771233549782814,0,0,-0.6812478628127381
2016-06-30,UNG,22,6,Jun,2016,0.37473142971823636,-0.9815456970144872,0,1,-0.9771233549782814
2016-07-31,UNG,20,7,Jul,2016,0.46243869319341324,-0.7712412860733666,0,1,-0.9815456970144872
2016-08-31,UNG,23,8,Aug,2016,0.35790973837983275,-1.0274744518015355,0,1,-0.7712412860733666
2016-09-30,UNG,21,9,Sep,2016,0.30882118677132714,-1.1749928531743006,0,0,-1.0274744518015355
2016-10-31,UNG,21,10,Oct,2016,0.37464275985870626,-0.9817823474387406,0,0,-1.1749928531743006
2016-11-30,UNG,21,11,Nov,2016,0.4816660771400525,-0.7305041910351501,1,0,-0.9817823474387406
2016-12-31,UNG,21,12,Dec,2016,0.5235095857319078,-0.6471999379854951,1,0,-0.7305041910351501
2017-01-31,UNG,20,1,Jan,2017,0.5417669273786989,-0.6129193933155529,1,0,-0.6471999379854951
2017-02-28,UNG,19,2,Feb,2017,0.4427035310603579,-0.814854963083491,1,0,-0.6129193933155529
2017-03-31,UNG,23,3,Mar,2017,0.27333686942459967,-1.2970502905563621,1,0,-0.814854963083491
2017-04-30,UNG,19,4,Apr,2017,0.25915345631649334,-1.3503348973082394,0,0,-1.2970502905563621
2017-05-31,UNG,22,5,May,2017,0.32148630816040763,-1.134800323581758,0,0,-1.3503348973082394
2017-06-30,UNG,22,6,Jun,2017,0.26619818853122296,-1.323514177960797,0,1,-1.134800323581758
2017-07-31,UNG,20,7,Jul,2017,0.33466725465192965,-1.094618510472039,0,1,-1.323514177960797
2017-08-31,UNG,23,8,Aug,2017,0.21987983989284696,-1.5146740641469056,0,1,-1.094618510472039
2017-09-30,UNG,20,9,Sep,2017,0.2873259337577239,-1.2471380499014846,0,0,-1.5146740641469056
2017-10-31,UNG,22,10,Oct,2017,0.23676767410313362,-1.440675896679608,0,0,-1.2471380499014846
2017-11-30,UNG,21,11,Nov,2017,0.3568916681215716,-1.0303229938928151,1,0,-1.440675896679608
2017-12-31,UNG,20,12,Dec,2017,0.42443411764880845,-0.8569984851605048,1,0,-1.0303229938928151
2018-01-31,UNG,21,1,Jan,2018,0.49484773714215796,-0.703505165465578,1,0,-0.8569984851605048
2018-02-28,UNG,19,2,Feb,2018,0.2657035779972929,-1.3253739600018344,1,0,-0.703505165465578
2018-03-31,UNG,21,3,Mar,2018,0.19276457454068588,-1.6462856556972134,1,0,-1.3253739600018344
2018-04-30,UNG,21,4,Apr,2018,0.18832056141758,-1.6696096542852557,0,0,-1.6462856556972134
2018-05-31,UNG,22,5,May,2018,0.1914209460230426,-1.6532803700938827,0,0,-1.6696096542852557
2018-06-30,UNG,21,6,Jun,2018,0.18533937668183464,-1.6855666659357829,0,1,-1.6532803700938827
2018-07-31,UNG,21,7,Jul,2018,0.1780947540529159,-1.7254395441853727,0,1,-1.6855666659357829
2018-08-31,UNG,23,8,Aug,2018,0.15817880125920647,-1.8440292322530847,0,1,-1.7254395441853727
2018-09-30,UNG,19,9,Sep,2018,0.27961079087005697,-1.2743566754113547,0,0,-1.8440292322530847
2018-10-31,UNG,23,10,Oct,2018,0.3286731388937614,-1.112691520866976,0,0,-1.2743566754113547
2018-11-30,UNG,21,11,Nov,2018,1.1751041244936662,0.1613567602602584,1,0,-1.112691520866976
2018-12-31,UNG,19,12,Dec,2018,0.767381671476715,-0.2647709853785202,1,0,0.1613567602602584
2019-01-31,UNG,21,1,Jan,2019,0.6342500859747792,-0.45531194494929944,1,0,-0.2647709853785202
2019-02-28,UNG,19,2,Feb,2019,0.30128478733400205,-1.1996993242167922,1,0,-0.45531194494929944
2019-03-31,UNG,21,3,Mar,2019,0.19526068456601264,-1.6334197692703811,1,0,-1.1996993242167922
2019-04-30,UNG,21,4,Apr,2019,0.20134503281522237,-1.6027352613943704,0,0,-1.6334197692703811
2019-05-31,UNG,22,5,May,2019,0.2620266635881344,-1.339309010978836,0,0,-1.6027352613943704
2019-06-30,UNG,20,6,Jun,2019,0.30490781630285596,-1.1877457896889128,0,1,-1.339309010978836
2019-07-31,UNG,22,7,Jul,2019,0.36196575860793645,-1.0162056611110717,0,1,-1.1877457896889128
2019-08-31,UNG,22,8,Aug,2019,0.2659469150455656,-1.3244585576145544,0,1,-1.0162056611110717
2019-09-30,UNG,20,9,Sep,2019,0.33806206428288316,-1.0845257782168922,0,0,-1.3244585576145544
2019-10-31,UNG,23,10,Oct,2019,0.31655334264261553,-1.1502635124438507,0,0,-1.0845257782168922
2019-11-30,UNG,20,11,Nov,2019,0.4798550578749031,-0.7342711834407533,1,0,-1.1502635124438507
2019-12-31,UNG,21,12,Dec,2019,0.34596968301944525,-1.061404129094469,1,0,-0.7342711834407533
2020-01-31,UNG,21,1,Jan,2020,0.29337012634578125,-1.226320237319516,1,0,-1.061404129094469
2020-02-29,UNG,19,2,Feb,2020,0.3883553399483621,-0.9458345338611714,1,0,-1.226320237319516
2020-03-31,UNG,22,3,Mar,2020,0.5559656888701289,-0.587048697300972,1,0,-0.9458345338611714
2020-04-30,UNG,21,4,Apr,2020,0.7244152134332058,-0.3223905517671138,0,0,-0.587048697300972
2020-05-31,UNG,20,5,May,2020,0.6343364253445366,-0.4551758259394876,0,0,-0.3223905517671138
2020-06-30,UNG,22,6,Jun,2020,0.5224359914080977,-0.6492528071295676,0,1,-0.4551758259394876
2020-07-31,UNG,22,7,Jul,2020,0.5186921086495119,-0.6564448114487985,0,1,-0.6492528071295676
2020-08-31,UNG,21,8,Aug,2020,0.7160546005262582,-0.33399885721072564,0,1,-0.6564448114487985
2020-09-30,UNG,21,9,Sep,2020,0.6741011542409162,-0.39437509885464117,0,0,-0.33399885721072564
2020-10-31,UNG,22,10,Oct,2020,0.49397502179532654,-0.7052703262399298,0,0,-0.39437509885464117
2020-11-30,UNG,20,11,Nov,2020,0.5438326161411783,-0.6091137703897086,1,0,-0.7052703262399298
2020-12-31,UNG,22,12,Dec,2020,0.6150691016440155,-0.48602065709080255,1,0,-0.6091137703897086
2021-01-31,UNG,19,1,Jan,2021,0.4693618405923344,-0.7563812928784123,1,0,-0.48602065709080255
2021-02-28,UNG,19,2,Feb,2021,0.5671418697976237,-0.5671457952687206,1,0,-0.7563812928784123
2021-03-31,UNG,23,3,Mar,2021,0.26824145142847405,-1.3158677659065257,1,0,-0.5671457952687206
2021-04-30,UNG,21,4,Apr,2021,0.286439586669592,-1.2502276318356693,0,0,-1.3158677659065257
2021-05-31,UNG,20,5,May,2021,0.24785883202399597,-1.3948959205973088,0,0,-1.2502276318356693
2021-06-30,UNG,22,6,Jun,2021,0.33446151955717474,-1.095233444724362,0,1,-1.3948959205973088
2021-07-31,UNG,21,7,Jul,2021,0.3097663027742406,-1.1719371278183848,0,1,-1.095233444724362
2021-08-31,UNG,22,8,Aug,2021,0.388389508305477,-0.9457465555315725,0,1,-1.1719371278183848
2021-09-30,UNG,21,9,Sep,2021,0.7202463304319633,-0.3281619998837049,0,0,-0.9457465555315725
2021-10-31,UNG,21,10,Oct,2021,0.763070572928805,-0.27040475796606844,0,0,-0.3281619998837049
2021-11-30,UNG,21,11,Nov,2021,0.7688195860527764,-0.2628989455153204,1,0,-0.27040475796606844
2021-12-31,UNG,22,12,Dec,2021,0.6513730645599298,-0.4286727370718074,1,0,-0.2628989455153204
2022-01-31,UNG,20,1,Jan,2022,0.8512416780913422,-0.16105919767035146,1,0,-0.4286727370718074
2022-02-28,UNG,19,2,Feb,2022,0.7398112870749349,-0.3013601427727091,1,0,-0.16105919767035146
2022-03-31,UNG,23,3,Mar,2022,0.5027273318550868,-0.6877073396500374,1,0,-0.3013601427727091
2022-04-30,UNG,20,4,Apr,2022,0.7206420772939841,-0.3276126903468249,0,0,-0.6877073396500374
2022-05-31,UNG,21,5,May,2022,0.7957193027706527,-0.22850879003822946,0,0,-0.3276126903468249
2022-06-30,UNG,21,6,Jun,2022,1.0204899793365123,0.020282883853077183,0,1,-0.22850879003822946
2022-07-31,UNG,20,7,Jul,2022,0.7433087983814737,-0.29664371040250875,0,1,0.020282883853077183
2022-08-31,UNG,23,8,Aug,2022,0.5846618887915886,-0.5367215667157246,0,1,-0.29664371040250875
2022-09-30,UNG,21,9,Sep,2022,0.7136571108768981,-0.33735266886029835,0,0,-0.5367215667157246
2022-10-31,UNG,21,10,Oct,2022,0.6787929986494279,-0.38743905998075673,0,0,-0.33735266886029835
2022-11-30,UNG,21,11,Nov,2022,0.7094460302319409,-0.34327085260167495,1,0,-0.38743905998075673
2022-12-31,UNG,21,12,Dec,2022,0.9925491762623837,-0.007478719776827462,1,0,-0.34327085260167495
2023-01-31,UNG,20,1,Jan,2023,0.8913327520401924,-0.11503746214991083,1,0,-0.007478719776827462
2023-02-28,UNG,19,2,Feb,2023,0.8287744978390782,-0.18780717793213123,1,0,-0.11503746214991083
2023-03-31,UNG,23,3,Mar,2023,0.7574495767136276,-0.2777983092087381,1,0,-0.18780717793213123
2023-04-30,UNG,19,4,Apr,2023,0.6128593885204995,-0.4896197518695378,0,0,-0.2777983092087381
2023-05-31,UNG,22,5,May,2023,0.5828234560207098,-0.5398709583523984,0,0,-0.4896197518695378
2023-06-30,UNG,21,6,Jun,2023,0.5524524764950663,-0.5933878646833104,0,1,-0.5398709583523984
2023-07-31,UNG,20,7,Jul,2023,0.36030727919399397,-1.02079805828481,0,1,-0.5933878646833104
2023-08-31,UNG,23,8,Aug,2023,0.4984782245022231,-0.6961953725760109,0,1,-1.02079805828481
2023-09-30,UNG,20,9,Sep,2023,0.379126703647205,-0.969884819354197,0,0,-0.6961953725760109
2023-10-31,UNG,22,10,Oct,2023,0.5007276993985882,-0.6916928398291171,0,0,-0.969884819354197
2023-11-30,UNG,20,11,Nov,2023,0.48178138653087754,-0.7302648227338703,1,0,-0.6916928398291171
2023-12-31,UNG,20,12,Dec,2023,0.4847853304723954,-0.72404910361142,1,0,-0.7302648227338703
2024-01-31,UNG,21,1,Jan,2024,0.899624438583307,-0.10577789321071249,1,0,-0.72404910361142
2024-02-29,UNG,20,2,Feb,2024,0.6682987996375324,-0.4030199006098764,1,0,-0.10577789321071249
2024-03-31,UNG,20,3,Mar,2024,0.45867231114974955,-0.7794192429468884,1,0,-0.4030199006098764
2024-04-30,UNG,22,4,Apr,2024,0.5347284228736107,-0.6259962817661744,0,0,-0.7794192429468884
2024-05-31,UNG,22,5,May,2024,0.5902322262101851,-0.5272392157779296,0,0,-0.6259962817661744
2024-06-30,UNG,19,6,Jun,2024,0.6269963122855139,-0.46681461988881895,0,1,-0.5272392157779296
2024-07-31,UNG,22,7,Jul,2024,0.5173829947279824,-0.6589718765504208,0,1,-0.46681461988881895
2024-08-31,UNG,22,8,Aug,2024,0.38276934864826867,-0.9603226940609814,0,1,-0.6589718765504208
2024-09-30,UNG,20,9,Sep,2024,0.5381503274861611,-0.6196173387313458,0,0,-0.9603226940609814
2024-10-31,UNG,23,10,Oct,2024,0.48355937914531744,-0.7265811605739831,0,0,-0.6196173387313458
2024-11-30,UNG,20,11,Nov,2024,0.7158630394028306,-0.33426641606918056,1,0,-0.7265811605739831
2024-12-31,UNG,21,12,Dec,2024,0.7349665436843856,-0.30793029960206647,1,0,-0.33426641606918056
2025-01-31,UNG,19,1,Jan,2025,0.7989641361884945,-0.22443922009498482,1,0,-0.30793029960206647
2025-02-28,UNG,19,2,Feb,2025,0.6250828751105479,-0.4698710378594852,1,0,-0.22443922009498482
2025-03-31,UNG,21,3,Mar,2025,0.5594029781866096,-0.5808851743339026,1,0,-0.4698710378594852
2025-04-30,UNG,21,4,Apr,2025,0.6322925700560552,-0.4584030646491819,0,0,-0.5808851743339026
2025-05-31,UNG,21,5,May,2025,0.5988979998054982,-0.5126639794977312,0,0,-0.4584030646491819
2025-06-30,UNG,20,6,Jun,2025,0.5754427894536729,-0.5526154659204088,0,1,-0.5126639794977312
2025-07-31,UNG,21,7,Jul,2025,0.4557048427893123,-0.7859099536252254,0,1,-0.5526154659204088
2025-08-31,UNG,21,8,Aug,2025,0.42140059260426266,-0.8641713713380902,0,1,-0.7859099536252254
2025-09-30,UNG,21,9,Sep,2025,0.32936193957669674,-1.1105980126117383,0,0,-0.8641713713380902
2025-10-31,UNG,23,10,Oct,2025,0.5115252408510917,-0.6703583480805135,0,0,-1.1105980126117383
2025-11-30,UNG,19,11,Nov,2025,0.39999899796177324,-0.9162932369728597,1,0,-0.6703583480805135
2025-12-31,UNG,22,12,Dec,2025,0.723521161051082,-0.32362548516819767,1,0,-0.9162932369728597
2026-01-31,UNG,20,1,Jan,2026,1.0677150782791993,0.06552092430826464,1,0,-0.32362548516819767
2026-02-28,UNG,19,2,Feb,2026,1.1266167301756689,0.11921909751526628,1,0,0.06552092430826464
2026-03-31,UNG,22,3,Mar,2026,0.5044837046407519,-0.6842197397284615,1,0,0.11921909751526628
2026-04-30,UNG,21,4,Apr,2026,0.320729479658516,-1.1371572536560497,0,0,-0.6842197397284615
2026-05-31,UNG,20,5,May,2026,0.44264023584794915,-0.8149979475712853,0,0,-1.1371572536560497
2026-06-30,UNG,10,6,Jun,2026,0.40300693347375904,-0.9088015125339262,0,1,-0.8149979475712853
