symbol,pre_spread_usd,weight_order_shares,source_rows,source_dates
NYMX,0.0501918235998,1222017,335,2
NYNY,0.219386185211,2848585,788,21
NYT,0.0112933210607,4210459,1872,21
OA,0.0559802649454,1238142,381,2
OACQ,0.0477631578947,15200,19,11
OAK,0.074203810024,18333349,3454,21
OB,0.0342395976236,13608155,1576,21
OBAS,0.640355489913,661158,376,21
OBCI,0.0829368341964,1357570,671,21
OCC,0.135282988499,506040,454,21
OCFC,0.0451414528175,3625452,1505,21
OCIP,0.110756550721,2819476,831,21
OCLS,0.0647332169556,342849,117,2
OCRX,0.0390162253562,64796525,2648,21
OCUL,0.0252000871141,16945597,3673,21
OCX,0.0657880866367,6265334,1199,21
ODC,0.555647374058,3256793,966,21
OEC,0.0688047117254,4890459,1581,21
OESX,0.0297856365119,94413,88,2
OFED,1.35831773994,206472,197,18
OFG,0.0199180161726,5527134,1841,21
OFIX,0.131902574495,12742811,1915,21
OFLX,0.900573500447,1482508,582,21
OGEN,0.0831278918508,260603,120,2
OGS,0.138328052433,132206,171,2
OHRP,0.0383913318793,2794435,1374,21
OII,0.0131653169938,3011100,425,2
OIS,0.0262379745384,20970114,2967,21
OKSB,0.0776613436324,4258010,1001,21
OLBK,0.18477998049,10320967,1228,21
OLED,0.0810063847099,26585969,4125,21
OLLI,0.0298380555418,35993554,4209,21
OMAM,0.0287266798577,5668516,1706,21
OMCL,0.0827719334602,5234222,2113,21
OME,0.0378909500179,18253793,2795,21
OMED,0.0472032119109,4379231,1936,21
OMER,0.0400165645276,8557612,2502,21
OMEX,0.0690313437451,5145001,1584,21
OMF,0.0591773132233,1840473,359,2
OMI,0.017871078168,7926659,2912,21
OMN,0.0262999180605,22180996,2872,21
ONB,0.0181274128937,7012638,2189,21
ONCE,0.224944590856,35052911,3209,21
ONCS,0.173226236733,256644,137,2
ONDK,0.0258486579831,6161398,2290,21
ONP,0.0360262597153,34353,42,2
ONVI,0.343400295412,7719058,370,20
ONVO,0.0164618655364,1317412,344,2
OOMA,0.0635905499656,33648576,2034,21
OPB,0.074680295514,5885000,1683,21
OPGN,0.0390048365355,1633566,270,2
OPHC,0.522838193443,255879,187,19
OPHT,0.111168336239,36435217,3810,21
OPOF,0.834589538999,618459,389,21
OPTT,0.0589165008505,944721,333,2
OPXA,0.0670706675635,11633050,1643,21
OPY,0.0765503926049,1010176,1012,21
ORA,0.0801930743847,6895936,2353,21
ORBC,0.0179826438038,11848224,2112,21
ORBK,0.0544584083666,7459029,2124,21
ORIG,0.00589329392831,12159533,559,2
ORIT,0.0276816708263,4793293,1673,21
ORMP,0.0764198199183,8413405,1396,21
ORN,0.0335411894592,2966861,1174,21
ORPN,0.099870766252,93481,96,2
ORRF,0.476335930097,10939272,1354,21
OSB,0.109061673395,623212,585,21
OSBC,0.0568194237554,3226338,1043,21
OSG,0.0193504232325,9449299,2319,21
OSHC,0.113583766368,1448499,547,21
OSIR,0.0402504212886,3152708,1487,21
OSIS,0.172792856116,20128293,2208,21
OSK,0.0257616162667,2288756,341,2
OSTK,0.0576848037051,3516673,1478,21
OSUR,0.0208071058848,10821228,2858,21
OTEL,0.119200289236,717753,383,21
OTIC,0.0927211163211,14384087,2170,21
OTTR,0.0809083526484,6019061,1934,21
OUTR,0.0310374816273,13326836,2056,18
OVAS,0.0345087754936,37878690,4195,21
OVBC,0.331398417639,87717,193,21
OVLY,0.217449161345,137482,165,21
OXBR,0.0636172775456,2452941,852,21
OXFD,0.0669423063252,13607743,1575,21
OXM,0.192568706281,29113203,2532,21
OZM,0.0157646401109,27326808,3036,21
OZRK,0.0261395990295,1290120,328,2
PAAC,0.0532024306137,674809,112,21
PACE,0.0461087033977,913850,240,21
PACW,0.0344517075941,2491195,438,2
PAG,0.035645942963,6549743,539,2
PAHC,0.0902049308337,9412972,1885,21
PAR,0.0549935591114,9388984,538,21
PARN,0.0932308009037,129691,76,2
PARR,0.0291624690764,15561325,2306,21
PATI,0.762446707717,117578,189,19
PATK,0.164812902665,15414521,2508,21
PAY,0.0121454808,75063706,1364,2
PAYC,0.0547577705897,41552953,4429,21
PB,0.136478308247,309537,205,2
PBBI,0.0877256846407,568729,237,21
PBFX,0.204645582369,19278570,1944,21
PBH,0.0352678418076,9105546,2502,21
PBHC,0.206412015098,238450,257,20
PBI,0.00987045572023,897656,276,2
PBIB,0.0390835284112,69374,43,2
PBIP,0.19301904392,789160,397,21
PBPB,0.0289686479949,5012984,1687,21
PBSK,0.824563661264,711929,160,21
PBT,0.0418593517186,4922924,2281,21
PBYI,0.200193879157,63092454,5560,21
PCBK,0.0479174818041,3394581,1174,21
PCCC,0.258558903173,522252,328,5
PCH,0.0647507410048,13144180,2152,21
PCMI,0.0491216359948,26901920,2931,21
PCRX,0.0712417354816,41936001,3934,21
PCTI,0.0768406338267,1950060,794,21
PCTY,0.0967421599315,19465117,2347,21
PCYG,0.0936588625786,6283775,1813,21
PCYO,0.0599516319331,7409740,1171,21
PDCE,0.0788618336553,3704295,381,2
PDCO,0.0348543678655,1337255,351,2
PDEX,0.12825638672,5016605,1092,21
PDFS,0.062639555699,7075969,1600,21
PDVW,0.242031524279,12825746,1574,21
PEBK,0.901813525924,106928,196,20
PEBO,0.116375555139,2201432,1047,21
PEGA,0.0335164880397,57124529,2891,21
PEGI,0.0216526244779,1276311,338,2
PEIX,0.0170161348557,12880047,2822,21
PEN,0.168163452108,34960479,2713,21
PENN,0.0169548346966,627785,208,2
PER,0.0368317973029,5473329,2591,21
PERF,0.144835259268,118661,181,21
PERI,0.0202088247494,814856,165,2
PERY,0.0772294692331,11804542,1623,21
PES,0.0168320140765,25094230,3920,21
PESI,0.120131350904,1591364,554,21
PETS,0.0385019932098,8768169,2267,21
PETX,0.0219048462184,13272101,3350,21
PFBC,0.120632624035,4142731,1458,21
PFBI,0.189462439002,18797677,1288,21
PFBX,0.579031934498,491099,288,20
PFGC,0.0398617462925,39197798,2656,21
PFIN,0.128414892452,2993832,856,21
PFIS,1.1144747617,4290891,929,21
PFMT,0.0570537517103,2966527,147,2
PFNX,0.0807799271675,5658464,1605,21
PFPT,0.120195268989,992663,310,2
PFS,0.030373239367,2001425,1511,21
PFSI,0.0635757933684,16498735,2315,21
PFSW,0.0361459202015,20723879,1770,21
PGC,0.097816291669,32324153,1531,21
PGEM,0.0310653884947,8098102,1838,21
PGLC,0.0426611787004,4620801,2253,21
PGND,0.0224233159397,25609965,2498,21
PGNX,0.0185531446408,1492269,316,2
PGTI,0.0203215837655,9722386,2101,21
PHH,0.0181918455451,6786732,2111,21
PHII,0.735904015609,448201,347,21
PHIIK,0.155775964756,18029927,1613,21
PHX,0.106583408541,2822862,1119,21
PICO,0.0449006769858,7014327,1900,21
PIH,0.112356201145,3203618,835,21
PINC,0.0275587405452,37815427,3123,21
PIP,0.0188649789275,8683589,2101,21
PIRS,0.0157733892389,503349,149,2
PJC,0.18913967581,23886023,2217,21
PJT,0.0877339806778,8934398,2754,21
PKBK,0.279895073325,2645963,847,21
PKD,0.0134209913797,30258859,2780,21
PKE,0.0944852478146,1201483,1034,21
PKG,0.0370694796434,2378465,433,2
PKOH,0.296293470197,12514390,1652,21
PLAB,0.014220631601,10676234,2118,21
PLAY,0.044801186235,30914111,4527,21
PLBC,0.157836096008,336015,296,21
PLCE,0.100162942009,9453772,2522,21
PLCM,0.0272812568703,22016051,276,2
PLG,0.0205865610555,6785012,2441,21
PLKI,0.0889031469037,16910686,2229,21
PLM,0.0243503689204,347907,147,2
PLNT,0.0253850785385,19915529,3385,21
PLOW,0.0560588795179,4005758,2112,21
PLPC,1.73938901129,1245351,550,21
PLPM,0.0220073724629,3908843,1809,21
PLT,0.0891149801452,1811905,1594,21
PLUG,0.013797455002,5378236,489,2
PLUS,0.423567235187,16189874,1785,21
PLXS,0.0707708809606,11201228,1658,21
PMBC,0.0543049842373,3542849,1073,21
PMC,0.0388246880457,9892634,2370,21
PMD,0.40351632175,12029537,1343,21
PME,0.14676168485,56646,77,2
PMTS,0.0289861303169,4421269,2233,21
PN,0.0333247951904,3559525,1662,21
PNBK,0.909417722564,147789,185,17
PNFP,0.0645366634568,22848312,2425,21
PNM,0.0191665121103,5199399,2328,21
PNRG,2.80904823333,314490,217,21
PNTR,0.234534124271,2064047,635,21
PNY,0.0316900568061,468964,199,2
PODD,0.0588598491343,22694360,2597,21
POL,0.030617428831,12892649,2624,21
POOL,0.155014007217,1265876,258,2
POPE,2.0778270084,454629,281,21
POR,0.0227450368781,587070,259,2
POST,0.0611937568579,970601,344,2
POWI,0.131865398085,9798374,2107,21
POWL,0.177003439202,11830535,1614,21
PPBI,0.106773487943,5082299,1644,21
PPP,0.0108032733031,3076617,374,2
PPSI,0.489321411434,1199929,361,21
PRA,0.0717590096457,3127204,1947,21
PRAA,0.0673697403006,14372271,2792,21
PRAH,0.0678919213662,755858,274,2
PRCP,0.174850247749,4289026,1032,21
PRFT,0.0668778472772,2635992,1473,21
PRGS,0.0571450227327,5945170,2006,21
PRGX,0.0529770210897,612479,582,21
PRI,0.056487437488,55843266,3393,21
PRIM,0.0491723509824,7854912,2003,21
PRK,0.747276456469,6919663,1237,21
PRLB,0.105940779323,22568999,3055,21
PRMW,0.0389102389052,5557518,2030,21
PRO,0.0458582323176,24064165,2321,21
PROV,0.256042139002,6671895,1065,21
PRPH,0.0516283533383,178039,83,2
PRQR,0.0905683383533,5413335,1223,21
PRSC,0.183822848969,5153843,1405,21
PRSS,0.0626963196201,1728327,638,21
PRTA,0.289587934562,35121393,3030,21
PRTK,0.0568699927091,6813954,2019,21
PRTO,0.31462732345,4821009,1136,21
PRTS,0.0351698533924,2925155,1846,21
PRTY,0.027143034749,18957917,2676,21
PRXL,0.117696938046,382109,234,2
PSDV,0.033653847469,2854214,1383,21
PSG,0.0126385903195,5659339,493,2
PSIX,0.131866105563,16709509,1765,21
PSMT,0.222854058245,8064607,2070,21
PSTB,0.041529711072,2508203,1114,21
PSTG,0.0141565274987,3729928,446,2
PSTI,0.0129314049136,750943,173,2
PSXP,0.0482192598223,20984259,365,2
PTC,0.0344180952162,1519595,249,2
PTIE,0.0145202709729,87415908,4454,21
PTLA,0.0351947099766,1967307,456,2
PTSI,0.258956464572,3258089,958,21
PTX,0.00623448224345,17958701,575,2
PTXP,0.386835569515,10920340,1305,21
PUB,0.177839459575,15336166,1594,21
PULM,0.0521714394193,3161907,254,2
PVBC,0.412524848446,5124413,787,21
PVG,0.0117223159071,2001272,402,2
PVTB,0.18571117878,797019,231,2
PWOD,0.804570140142,4497158,831,21
PWX,0.0738378484007,779634,347,21
PXLW,0.0310343611989,4562594,1826,21
PXS,0.139498670539,351195,406,20
PYDS,0.0642938422328,4510596,315,2
PZG,0.0317517249057,4994331,249,2
PZN,0.0458318390634,7155936,1161,21
PZZA,0.0975149104492,18342318,2979,21
QADA,0.113829192381,33378415,1571,21
QADB,1.3134778599,533629,245,21
QCRH,0.224168803326,9185646,1199,21
QDEL,0.0618094462079,7902822,1774,21
QLTI,0.0417496712792,159710,80,2
QLYS,0.0501021297235,16448473,2664,21
QNST,0.0291488233894,1571378,1110,21
QPAC,0.0555895699638,310718,118,21
QSII,0.0200841660314,3642997,1834,21
QTNT,0.061394648205,12049789,1704,21
QTWO,0.044634132723,57747473,2429,21
QUAD,0.0423636287016,12954088,2585,21
QUIK,0.00726227103352,688092,139,2
QUMU,0.076630535683,11143494,1132,21
QUOT,0.0299333737536,20422908,2629,21
QURE,0.0423112223515,6109691,2280,21
R,0.0806208044559,1311147,336,2
RAIL,0.0484471105538,3669942,1821,21
RARE,0.233207185597,40769750,3390,21
RATE,0.0112237192747,7181653,1440,21
RAVE,0.0531656461564,9112206,1795,21
RAVN,0.0373245010387,7374369,1898,21
RBA,0.0171680103636,2432369,395,2
RBC,0.0625215386797,5966141,2142,21
RBCAA,0.52600953056,2482404,886,21
RBCN,0.0241805886709,592793,120,2
RBPAA,0.0521763053026,501129,387,21
RCII,0.0193630887414,7456351,2557,21
RCKY,0.120048334154,7812066,1314,21
RCMT,0.0784524402205,2290879,952,21
RCON,0.093826374823,73464,80,2
RDCM,0.0758663854657,27198934,2742,21
RDEN,0.0122091969389,2407986,280,4
RDI,0.0536787502204,2789756,1228,21
RDIB,1.12333333333,900,4,2
RDNT,0.0300998021901,4378446,1723,21
RDUS,0.120305683793,121698347,4613,21
RDWR,0.0293185860808,4183082,1703,21
RECN,0.0272850470248,4962270,1476,21
REED,0.036888011356,23636493,2473,21
REFR,0.0417102650693,2024263,997,21
REGI,0.0178651066045,7274881,2054,21
REI,0.196902514077,15510183,1984,21
REIS,0.177878164176,23987572,1494,21
RELL,0.119550486799,3250008,746,21
RELY,0.0478745015008,6181705,2161,21
REPH,0.0709979220577,4126871,1421,21
RESN,0.0582108518092,36390439,2318,21
REV,0.152983435443,20304057,1837,21
REX,0.349687956237,14794080,2415,21
REXI,0.0322113417887,2596072,202,5
RFIL,0.0468559277606,8300951,1165,21
RFP,0.0180118261046,9331196,1818,21
RGC,0.0112715816016,3027880,331,2
RGCO,0.646440289793,111666,288,21
RGEN,0.0739948480172,10812439,2355,21
RGLD,0.125165697163,2971693,448,2
RGLS,0.0193425997709,11226774,2790,21
RGNX,0.0944180392886,32036219,2768,21
RGR,0.0984864165031,17534498,3603,21
RGS,0.0136293533902,17350340,1725,21
RIBT,0.0513246761301,158011,64,2
RIC,0.0207514561436,14619918,3238,21
RICK,0.066507294893,7462385,1539,21
RIGL,0.0133226190872,13517473,731,2
RIGP,0.0612791034209,41476765,2491,21
RILY,0.191087219677,5054919,1063,21
RKDA,0.0561557249374,4638828,150,2
RLGT,0.0173590464446,8327382,1863,21
RLH,0.0599089389539,1850306,1212,21
RLI,0.0877311967744,499994,220,2
RM,0.0553021761519,10738221,1641,21
RMAX,0.15299984265,6740386,1623,21
RMBS,0.0178258692273,1839421,363,2
RMCF,0.103608649571,4153073,910,21
RMGN,0.0485309449452,213896,69,2
RMP,0.0596934291803,12813972,2549,21
RMR,0.166842488683,2606407,1818,21
RMTI,0.0320799483467,8692964,2689,21
RNET,0.0740549657272,4345426,1596,21
RNG,0.0267316071794,9210708,2461,21
RNR,0.194237865344,824873,261,2
RNST,0.0588147521929,4550415,1669,21
RNWK,0.0345568272244,1422313,923,21
ROCK,0.0636443343523,8154381,2189,21
ROG,0.12025225394,10881346,1977,21
ROIA,0.0841602169823,1634788,237,21
ROIAK,0.0404850350223,2057544,974,21
ROIC,0.0175052764646,9570973,2635,21
ROKA,0.0374002117843,1688038,357,2
ROLL,0.235596920233,19573267,1995,21
ROSG,0.0392971164219,2101521,196,2
ROVI,0.0149028134846,6927957,803,4
ROYT,0.0278949327324,163303,117,2
RP,0.0326359721512,34733886,2549,21
RPD,0.0417276605552,31089864,2680,21
RPTP,0.0101472997487,863724071,3619,21
RPXC,0.0215739372623,3162469,1537,21
RRGB,0.110416939243,17120789,2379,21
RRMS,0.0748605833987,16168771,2163,20
RRTS,0.0219377088829,5833172,1853,21
RS,0.0444416718827,733317,234,2
RSPP,0.0426357825842,870130,296,2
RST,0.0351816882261,1646995,1348,21
RSTI,0.0314908475005,2440612,1534,21
RSYS,0.0293518453746,7968003,2293,21
RT,0.0126315405422,77327859,3034,21
RTEC,0.0228022289549,3482529,1935,21
RTIX,0.0206555070504,4590806,1410,21
RTK,0.0216565395261,8311902,1971,21
RTRX,0.0492861488057,36926036,3808,21
RTTR,0.0436876048168,5093051,174,2
RUBI,0.0158130867255,15370881,3018,21
RUN,0.0136696801259,781870,270,2
RUSHA,0.0543061976722,10647191,1848,21
RUSHB,0.149084338857,13272116,1452,21
RUTH,0.0187781914506,9286780,2362,21
RVNC,0.0543553663894,27182988,2375,21
RVP,0.0475760889424,858218,439,21
RVSB,0.067784574546,4774887,848,21
RWC,0.139945016385,789437,470,21
RWLK,0.0398010915375,20573000,1950,21
RXDX,0.0420493505941,6511413,2172,21
RXN,0.0198373643816,11240360,2683,21
RYAM,0.0171228154055,10736329,2893,21
RYI,0.0264808293455,18822409,2763,21
SA,0.0197745171988,11620155,3469,21
SAAS,0.0107357876184,19857555,1377,21
SAEX,0.103875428097,2143208,403,2
SAFM,0.125909831523,87240705,3449,21
SAFT,0.18153901875,9836494,1752,21
SAGE,0.107508212332,30291005,3764,21
SAH,0.0221223281226,7362052,1964,21
SAIA,0.0659941467909,11762351,2037,21
SAIC,0.110861794154,10271805,2653,21
SAJA,0.235457588799,415909,369,21
SAL,1.47879618707,1862716,561,21
SALE,0.0176477094545,22099299,2282,21
SALM,0.0669926721052,3772475,1367,21
SALT,0.0134891477844,15740067,2811,21
SAM,0.406611671119,33862100,3467,21
SAMG,0.144102190755,9757276,955,21
SAND,0.0127954029014,4282462,516,2
SANM,0.0397870118922,8320473,2776,21
SANW,0.0400340951585,3382272,1187,21
SAR,0.124622054205,981314,154,2
SASR,0.118760162585,8284880,1381,21
SATS,0.0629094726333,14480968,2072,21
SAUC,0.0609185604175,50209,61,2
SAVE,0.0460081983775,1825227,471,2
SBBP,0.211544694692,3132014,819,21
SBBX,0.332246239449,842443,521,21
SBCF,0.0351823152025,5713902,1509,21
SBCP,0.12042313914,611263,397,21
SBFG,0.237439160651,196986,286,21
SBGI,0.018789941915,25201159,3447,21
SBOT,0.0554283647486,17860391,1812,21
SBR,0.288182885924,7073692,1545,21
SBRA,0.0267770621818,11090196,2764,21
SBSA,0.261793490541,989606,711,21
SBSI,0.129412977344,7845604,1724,21
SBY,0.0362842151574,10434073,3052,21
SCAI,0.074272010811,13792947,2361,21
SCHL,0.124688502676,2995932,1507,21
SCHN,0.03714294689,19792602,2952,21
SCI,0.0116916660268,1133109,320,2
SCL,0.214870077364,6771626,1841,21
SCLN,0.0206500439819,10216713,2094,21
SCM,0.0527696561788,4175921,1881,21
SCMP,0.0283167844251,7685935,2423,21
SCNB,0.117564300661,1539289,759,21
SCOR,0.051401206184,19720042,3104,21
SCS,0.0136019013098,12715077,2871,21
SCSC,0.0848160384282,13108186,2208,21
SCSS,0.0298880393464,18001140,2894,21
SCVL,0.0641946835137,13990857,1901,21
SCX,0.114417979234,2231580,711,21
SCYX,0.0262037146519,32712325,4205,21
SDLP,0.0210967903972,2976225,493,2
SDPI,0.0459051050541,205894,136,2
SDT,0.0149834653647,687968,256,2
SEAC,0.0312494131368,5088835,1570,21
SEAS,0.019478663727,713911,284,2
SEB,60.7740805493,7100,55,2
SEDG,0.0272110324858,40491083,4572,21
SEED,0.0687035563756,308910,163,2
SEM,0.0139415263613,11897917,2646,21
SEMG,0.0486404392218,16075841,3035,21
SEMI,0.0164323422541,11569543,2005,21
SENEA,0.217260524573,11482779,1642,21
SENEB,1.88334109555,20063,62,12
SEV,0.376571745499,576563,408,21
SF,0.0461803064188,5927312,2567,21
SFBC,0.605463617287,97692,137,21
SFBS,0.209907239341,4926015,1294,21
SFE,0.0524619542526,2246598,1189,21
SFL,0.0238971583803,19946652,4532,21
SFLY,0.059668986053,20241087,2864,21
SFNC,0.145170884506,4879007,1413,21
SFS,0.0212798003355,20134879,2488,21
SFST,0.736648632599,2587536,784,21
SGA,1.41989539209,5012494,1110,21
SGB,0.444907666997,175662,290,21
SGBK,0.0962133796618,5191484,1265,21
SGC,0.244692017967,4444607,1084,21
SGEN,0.0520491295055,1405408,333,2
SGI,0.0104848770631,56322638,2177,21
SGM,0.0547515659049,7751748,1078,21
SGMA,0.221453180591,3143410,890,21
SGMO,0.0144966728895,25356447,3127,21
SGMS,0.0194806444522,17692173,3023,21
SGOC,0.180304818238,415131,367,21
SGRP,0.0554075622776,26976,24,2
SGRY,0.0615509784595,17806103,2095,21
SGU,0.0540839522056,6126655,1291,21
SHAK,0.0422778166705,9302224,552,2
SHBI,0.118582967191,12131575,1270,21
SHEN,0.0356429644681,35331863,2864,21
SHIP,0.0923046011854,34036664,2349,21
SHLD,0.038887500257,3696676,462,2
SHLM,0.0604919238281,16877080,2460,21
SHLO,0.0568636259883,8567485,1341,21
SHLX,0.0498551963236,1469462,243,2
SHOO,0.0375611304922,10489608,2248,21
SHOP,0.057287562274,4244144,576,2
SHOR,0.0121480738054,17722924,2046,21
SHOS,0.0513688227174,4106737,1680,21
SHSP,0.152264318084,9995730,1336,21
SIEB,0.0657581812489,3158442,226,2
SIEN,0.0308462412807,8605644,1968,21
SIF,0.205188802175,1921784,650,21
SIFI,0.082204629656,2772193,852,21
SIGI,0.0704398885607,5241959,1937,21
SIGM,0.0237627391232,24168296,3001,21
SILC,0.243779503253,14472189,2074,21
SINA,0.0740693458207,11228420,696,2
SITO,0.0529097051002,13870171,2206,21
SIX,0.0482266556011,2030924,446,2
SJI,0.0253812025458,3190049,2411,21
SJT,0.046535796117,6233123,2331,21
SJW,0.163511486091,5534250,1929,21
SKIS,0.0868607078196,7680093,1343,21
SKUL,0.0211768116043,11178393,1528,21
SKY,0.154865967619,4315728,1370,21
SKYW,0.0395296461333,10963450,2982,21
SLAB,0.0978600593618,11297496,2207,21
SLCA,0.0301354064494,3223698,503,2
SLCT,0.104109996194,2619487,961,21
SLGN,0.0593991721117,9075983,2192,21
SLP,0.0621281992505,10612548,1341,21
SMBC,0.535088426258,1831361,665,21
SMCI,0.0332662508885,8079309,2460,21
SMED,0.0570836136764,1373377,515,21
SMG,0.0885885502186,638379,276,2
SMIT,0.0367038807737,160535,99,2
SMLP,0.0606015913779,18143773,2546,21
SMMF,0.322314612109,6298194,1000,21
SMP,0.0889822876103,7436083,1880,21
SMRT,0.0243964264063,30910145,2040,21
SMTC,0.0454163653764,6542086,2267,21
SMTX,0.0467469964168,14233,19,2
SNAK,0.0337224572264,60784354,2102,21
SNBC,0.225133537071,3781004,979,21
SNC,0.0362481822906,9187002,1240,21
SNCR,0.0648620018171,14745863,2857,21
SNFCA,0.0960781856565,1171454,617,21
SNHY,0.12555589439,12202840,1685,21
SNMX,0.029052502427,10886731,2375,21
SNOW,0.0461426795861,7440276,2480,21
SNV,0.0109774756817,1283293,290,2
SNX,0.117349044838,1319515,194,2
SODA,0.0471142673404,12059809,2428,21
SOFO,0.280890359831,2527881,683,21
SOHO,0.0665554919838,4254510,1295,21
SOHU,0.0737276743585,11834511,2533,21
SON,0.0422567869239,1165668,325,2
SONA,0.0986157800597,16183646,1149,21
SONC,0.0203459550699,5706069,506,2
SONS,0.0187458388101,12762912,2072,21
SORL,0.0747095068432,245865,173,2
SP,0.135306696785,9237926,1337,21
SPA,0.0641774994329,14217175,2292,21
SPAN,0.480322694158,597233,551,21
SPAR,0.0233246246648,8783015,2254,21
SPCB,0.0476084045373,1351984,1003,21
SPEX,0.0231659939088,112621,103,2
SPH,0.120116406525,17340808,3121,21
SPHS,0.0186130479245,9419889,623,2
SPKE,0.0659826056706,7915114,2177,21
SPLP,0.11541496705,524432,423,21
SPNC,0.0386759143564,27537018,2525,21
SPNE,0.237589854147,22016277,1294,21
SPNS,0.0775712582428,1834940,1178,21
SPOK,0.0655767452007,4224199,1410,21
SPP,0.172704465939,4690593,995,21
SPPI,0.0140535248136,29564060,2969,21
SPSC,0.206121835808,44641435,2398,21
SPTN,0.0486590726236,15736027,2126,21
SPWH,0.0198875374359,5436963,2015,21
SPXC,0.0275436008061,13382248,2030,21
SQ,0.0305991289814,9032758,755,2
SQBG,0.0302759352126,5706483,1765,21
SQNM,0.0100111582809,29643742,272,2
SR,0.0599345203468,27738803,2539,21
SRCE,0.18150726774,9309152,1358,21
SRDX,0.140131708476,25168166,1904,21
SREV,0.0225986623047,2774922,1212,21
SRI,0.0375570581517,9853472,2531,21
SRLP,0.209542673889,6792308,1469,21
SRNE,0.0298892879332,8154066,2441,21
SRPT,0.0431717795268,3570865,593,2
SRSC,0.040578863909,3531372,1076,21
SRT,0.0937075631595,431883,567,21
SSB,0.200336273135,12136781,1779,21
SSBI,0.121884385639,1442166,392,21
SSD,0.0495450514406,5705802,2028,21
SSFN,0.247653177444,1445045,646,21
SSI,0.0187041554154,4986120,2310,21
SSKN,0.419414060089,296193,91,2
SSNI,0.0306170608521,4653859,2142,21
SSP,0.0201026182507,13082208,2852,21
SSRI,0.0190594719898,4190033,480,2
SSTK,0.127316471167,28316409,3327,21
SSW,0.0190477656042,16759206,3923,21
SSYS,0.0463810490844,1263559,408,2
STAA,0.0456504939876,5185758,1644,21
STAF,0.0319246495145,2661594,456,2
STB,0.0176642694245,8023887,2568,21
STBA,0.101619717699,7364419,1401,21
STBZ,0.0931885208034,4724355,1321,21
STC,0.0788748543077,5755109,1834,21
STDY,0.165694683418,1855647,453,21
STFC,0.184297325014,11324882,1283,21
STKL,0.0256601776412,20756553,2965,21
STKS,0.148133761664,2299780,628,21
STL,0.0114108450501,6591929,2080,21
STLY,0.0336942005161,244539,136,2
STML,0.0658980172948,13838719,2540,21
STMP,0.178511351365,43063103,3659,21
STN,0.0530850193881,686247,662,21
STON,0.0548857098658,5497898,2968,21
STRA,0.183372740449,11076569,1641,21
STRL,0.0324039731364,9835907,2382,21
STRM,0.049190604714,195332,86,2
STRP,0.227296366404,15380464,2364,21
STRS,0.210095922506,11133578,1170,21
STRT,1.02162231558,6283519,1079,21
STRZA,0.0169449863329,2904780,310,2
STRZB,1.57153610462,561327,33,9
STS,0.0632327512589,154824861,4793,21
SUM,0.0197869809732,477432,208,2
SUMR,0.0467502773788,284088,72,2
SUN,0.0422806295666,28360398,4281,21
SUNW,0.0469103736605,7481631,2360,21
SUP,0.0495392757587,8853624,1980,21
SUPN,0.0333715875697,45398876,3846,21
SVA,0.0582315408609,3386198,1286,21
SVBI,0.148925249947,224448,189,21
SVT,0.176920689079,1172580,632,21
SWC,0.0277977876128,1624354,384,2
SWIR,0.0367420352024,4443735,2659,21
SWM,0.0685820359621,4237466,1918,21
SWX,0.0851552760804,1385176,248,2
SXC,0.0331847803752,8609910,2710,21
SXCP,0.0522403130107,19320425,3695,21
SXI,0.32069938952,10572493,1658,21
SXT,0.134976242981,601397,246,2
SYBT,0.16394810918,4777741,1340,21
SYKE,0.037902121664,11607493,1875,21
SYN,0.0132773135782,1807125,269,2
SYNA,0.0935618829667,36576813,3923,21
SYNC,0.0382348422734,4559978,1921,21
SYNL,0.165988335296,5487623,1311,21
SYNT,0.0700728368709,11789426,295,2
SYUT,0.0434088356223,2485654,1070,21
SYX,0.0729940563172,12736043,863,21
SZMK,0.0109780728667,16467766,1198,18
TA,0.0222351021075,7937814,2432,21
TAC,0.0135659280671,7097035,1147,21
TACO,0.0227256882291,8755769,2266,21
TACT,0.165281561324,2269203,674,21
TAHO,0.0365723770867,3285812,514,2
TANH,0.0750273017781,32485071,2412,21
TASR,0.033325938481,22988798,5188,21
TAST,0.0257644650377,8379235,2022,21
TATT,0.148332383502,4317680,665,21
TAX,0.0582814313083,13711106,1740,21
TAYD,0.551144660524,1352127,704,21
TBBK,0.0269032021293,6961805,1659,21
TBI,0.0297751364426,13190160,2128,21
TBK,0.124564677994,10731896,1345,21
TBNK,0.154444394199,5477094,1160,21
TBPH,0.117683103774,15273239,2329,21
TBRA,0.0975347791625,40983310,3195,21
TCAP,0.0435877965663,1097478,362,2
TCB,0.0101527095823,482233,208,2
TCBI,0.0799533101829,13098370,2528,21
TCBK,0.0982963663672,5501409,1252,21
TCCO,0.0881381151437,9391464,1274,21
TCFC,1.03607630385,402825,287,21
TCI,0.376674161313,16812,76,19
TCON,0.121380808042,11927282,1495,21
TCP,0.285456911782,2243669,232,2
TCPI,0.0354714365518,18946557,480,2
TCS,0.0275920936489,6017542,2097,21
TCX,0.105391572263,6996967,2020,21
TDOC,0.0371770194921,18404615,2977,21
TDS,0.0261831601906,383306,241,2
TDW,0.0114639723737,2112626,373,2
TDY,0.291738286078,473522,234,2
TECD,0.0852002309126,57177470,3755,21
TECH,0.144982837751,851759,213,2
