Date,GC=F,GLD,SI=F,SLV,^VIX
2010-08-23,56.0,4857800.0,1.0,4677000.0,0.0
2010-08-24,300.0,14811400.0,1.0,10394800.0,0.0
2010-08-25,298.0,13987100.0,1.0,15011900.0,0.0
2010-08-26,104.0,8886600.0,3.0,9658700.0,0.0
2010-08-27,573.0,11155400.0,36100.0,10175700.0,0.0
2010-08-30,128.0,4390900.0,6886.0,5612500.0,0.0
2010-08-31,124.0,12249700.0,1753.0,8232600.0,0.0
2010-09-01,41.0,11873500.0,397.0,5899600.0,0.0
2010-09-02,100.0,7002100.0,325.0,7828100.0,0.0
2010-09-03,3.0,9074500.0,218.0,12428000.0,0.0
2010-09-07,7.0,8777500.0,352.0,7105700.0,0.0
2010-09-08,27.0,9788900.0,348.0,12990600.0,0.0
2010-09-09,9.0,13745000.0,587.0,8130900.0,0.0
2010-09-10,20.0,12510000.0,726.0,6910700.0,0.0
2010-09-13,18.0,9693300.0,59.0,10580600.0,0.0
2010-09-14,87.0,26588900.0,318.0,12760200.0,0.0
2010-09-15,34.0,11689100.0,103.0,8041800.0,0.0
2010-09-16,37.0,12672800.0,246.0,11318400.0,0.0
2010-09-17,54.0,13819200.0,217.0,11043100.0,0.0
2010-09-20,27.0,8475800.0,34.0,11597200.0,0.0
2010-09-21,56.0,20408400.0,207.0,16032200.0,0.0
2010-09-22,17.0,11046900.0,31.0,20484700.0,0.0
2010-09-23,45.0,9325200.0,19.0,9166200.0,0.0
2010-09-24,37.0,14945000.0,130.0,13451900.0,0.0
2010-09-27,67.0,6679700.0,73.0,9748300.0,0.0
2010-09-28,25190.0,19857200.0,139.0,17651200.0,0.0
2010-09-29,6745.0,12328900.0,13.0,12120800.0,0.0
2010-09-30,579.0,19213400.0,3.0,12657500.0,0.0
2010-10-01,153.0,17211900.0,1.0,14836200.0,0.0
2010-10-04,95.0,8368000.0,11.0,10358800.0,0.0
2010-10-05,197.0,17489600.0,16.0,19354600.0,0.0
2010-10-06,215.0,16142200.0,4.0,17622400.0,0.0
2010-10-07,261.0,38676800.0,4.0,30087300.0,0.0
2010-10-08,80.0,18693300.0,1.0,16732900.0,0.0
2010-10-11,79.0,10621300.0,4.0,11580800.0,0.0
2010-10-12,112.0,13289200.0,3.0,14459200.0,0.0
2010-10-13,251.0,18398500.0,3.0,16908400.0,0.0
2010-10-14,106.0,26890500.0,3.0,30955800.0,0.0
2010-10-15,170.0,26168600.0,12.0,24750500.0,0.0
2010-10-18,46.0,12289500.0,16.0,13188700.0,0.0
2010-10-19,301.0,25327200.0,30.0,29774500.0,0.0
2010-10-20,148.0,12556600.0,30.0,13691700.0,0.0
2010-10-21,102.0,21804200.0,20.0,32857100.0,0.0
2010-10-22,113.0,11885300.0,5.0,11465000.0,0.0
2010-10-25,194.0,12154900.0,93.0,14021700.0,0.0
2010-10-26,195.0,10710900.0,100.0,15000100.0,0.0
2010-10-27,106.0,16132100.0,52.0,12703300.0,0.0
2010-10-28,192.0,15889600.0,25.0,13864500.0,0.0
2010-10-29,74.0,14334900.0,47.0,17780800.0,0.0
2010-11-01,40.0,12403600.0,7.0,20949500.0,0.0
2010-11-02,17.0,9396900.0,6.0,15796500.0,0.0
2010-11-03,135.0,31702100.0,47.0,45009400.0,0.0
2010-11-04,109.0,23464700.0,35.0,30484700.0,0.0
2010-11-05,109.0,20342500.0,35.0,35502100.0,0.0
2010-11-08,112.0,17367400.0,33.0,35265800.0,0.0
2010-11-09,84.0,39445200.0,169.0,149077700.0,0.0
2010-11-10,29.0,28484700.0,17.0,79896900.0,0.0
2010-11-11,26.0,15447500.0,2.0,31448300.0,0.0
2010-11-12,182.0,35885900.0,50.0,57133100.0,0.0
2010-11-15,46.0,15096800.0,11.0,34815000.0,0.0
2010-11-16,67.0,32478100.0,17.0,43522600.0,0.0
2010-11-17,50.0,16432100.0,20.0,25951700.0,0.0
2010-11-18,17.0,16009400.0,58.0,30965500.0,0.0
2010-11-19,7.0,14146400.0,75.0,29116900.0,0.0
2010-11-22,7.0,13093400.0,20.0,27446500.0,0.0
2010-11-23,15.0,18215200.0,20.0,26405600.0,0.0
2010-11-24,3.0,8858100.0,7.0,15111900.0,0.0
2010-11-26,138416.0,7822400.0,61873.0,13118100.0,0.0
2010-11-29,94486.0,13983800.0,48884.0,20304600.0,0.0
2010-11-30,11370.0,17473100.0,8378.0,32242300.0,0.0
2010-12-01,4759.0,16831100.0,1602.0,29936000.0,0.0
2010-12-02,1550.0,17583800.0,1375.0,30352000.0,0.0
2010-12-03,2341.0,16517200.0,647.0,29411000.0,0.0
2010-12-06,833.0,15640800.0,323.0,57612000.0,0.0
2010-12-07,866.0,26490400.0,447.0,69216700.0,0.0
2010-12-08,1675.0,23483300.0,347.0,58267000.0,0.0
2010-12-09,971.0,14157600.0,174.0,36776700.0,0.0
2010-12-10,457.0,11937900.0,201.0,30602700.0,0.0
2010-12-13,193.0,13352400.0,75.0,25945200.0,0.0
2010-12-14,431.0,17430800.0,119.0,26307900.0,0.0
2010-12-15,215.0,15089500.0,34.0,27848600.0,0.0
2010-12-16,228.0,23463000.0,61.0,32660000.0,0.0
2010-12-17,102.0,17213000.0,24.0,21774000.0,0.0
2010-12-20,125.0,13142300.0,127.0,17485400.0,0.0
2010-12-21,113.0,10235600.0,61.0,14884500.0,0.0
2010-12-22,58.0,7300600.0,47.0,8366300.0,0.0
2010-12-23,101.0,8700800.0,171.0,12007900.0,0.0
2010-12-27,322.0,3436400.0,71.0,8561800.0,0.0
2010-12-28,519.0,10111800.0,109.0,23355600.0,0.0
2010-12-29,413.0,8442300.0,542.0,19095200.0,0.0
2010-12-30,185.0,5749400.0,203.0,15640200.0,0.0
2010-12-31,54.0,9219800.0,22.0,14098500.0,0.0
2011-01-03,28.0,11510200.0,50.0,25541500.0,0.0
2011-01-04,122.0,26154300.0,51.0,42017600.0,0.0
2011-01-05,175.0,16700900.0,121.0,40481100.0,0.0
2011-01-06,158.0,15965300.0,196.0,27531100.0,0.0
2011-01-07,225.0,16761400.0,99.0,28776900.0,0.0
2011-01-10,181.0,8429900.0,8.0,19203000.0,0.0
2011-01-11,13.0,10268400.0,15.0,17722500.0,0.0
2011-01-12,204.0,10785100.0,43.0,17531300.0,0.0
2011-01-13,66.0,14294600.0,13.0,30349200.0,0.0
2011-01-14,252.0,21224900.0,68.0,43193100.0,0.0
2011-01-18,106.0,11592900.0,86.0,16220700.0,0.0
2011-01-19,40.0,11788100.0,10.0,21051600.0,0.0
2011-01-20,10.0,24362900.0,76.0,42432500.0,0.0
2011-01-21,20.0,19488400.0,53.0,27184400.0,0.0
2011-01-24,2.0,15127200.0,168.0,22919800.0,0.0
2011-01-25,394.0,22219700.0,77.0,24669100.0,0.0
2011-01-26,4.0,20543000.0,49.0,21807700.0,0.0
2011-01-27,210699.0,33047000.0,184.0,28289500.0,0.0
2011-01-28,73023.0,28091500.0,64.0,32836300.0,0.0
2011-01-31,13657.0,14664100.0,44.0,21967800.0,0.0
2011-02-01,3180.0,15363700.0,121.0,24054300.0,0.0
2011-02-02,1363.0,10082000.0,20.0,14845900.0,0.0
2011-02-03,1865.0,17374700.0,39.0,26477100.0,0.0
2011-02-04,591.0,15214300.0,21.0,20918400.0,0.0
2011-02-07,1004.0,7176300.0,4.0,15832500.0,0.0
2011-02-08,2536.0,16220900.0,3.0,23349600.0,0.0
2011-02-09,146.0,10178400.0,230.0,25352700.0,0.0
2011-02-10,312.0,8105200.0,56.0,13957500.0,0.0
2011-02-11,488.0,9888600.0,1.0,18114100.0,0.0
2011-02-14,181.0,8694200.0,39.0,17216000.0,0.0
2011-02-15,321.0,10111200.0,10.0,16597300.0,0.0
2011-02-16,156.0,12822800.0,10.0,19782500.0,0.0
2011-02-17,113.0,11322200.0,37.0,31664500.0,0.0
2011-02-18,98.0,15890100.0,77.0,50249400.0,0.0
2011-02-22,430.0,16676100.0,31.0,46249900.0,0.0
2011-02-23,318.0,15685700.0,23.0,34711900.0,0.0
2011-02-24,809.0,18781700.0,83200.0,46100700.0,0.0
2011-02-25,352.0,10351400.0,37642.0,30347800.0,0.0
2011-02-28,205.0,8847000.0,4514.0,37430700.0,0.0
2011-03-01,116.0,17438100.0,1737.0,31545600.0,0.0
2011-03-02,1600.0,15719800.0,913.0,36642000.0,0.0
2011-03-03,244.0,16485000.0,526.0,31662300.0,0.0
2011-03-04,60.0,17454600.0,649.0,38079800.0,0.0
2011-03-07,613.0,14068900.0,740.0,53340300.0,0.0
2011-03-08,198.0,10730500.0,659.0,34850100.0,0.0
2011-03-09,98.0,8736400.0,439.0,31505000.0,0.0
2011-03-10,23.0,15559100.0,162.0,40591600.0,0.0
2011-03-11,23.0,10416900.0,234.0,41463800.0,0.0
2011-03-14,58.0,10239300.0,1001.0,21237600.0,0.0
2011-03-15,20.0,23465100.0,530.0,43262700.0,0.0
2011-03-16,38.0,13392500.0,235.0,34346600.0,0.0
2011-03-17,27.0,9117400.0,239.0,21484100.0,0.0
2011-03-18,6.0,18602000.0,64.0,19286100.0,0.0
2011-03-21,43.0,13742500.0,105.0,21791800.0,0.0
2011-03-22,85.0,9553700.0,266.0,17466000.0,0.0
2011-03-23,19.0,11541000.0,320.0,30855800.0,0.0
2011-03-24,27.0,17016600.0,494.0,55088500.0,0.0
2011-03-25,1.0,13191100.0,81.0,33971100.0,0.0
2011-03-28,6.0,7656000.0,202.0,20887900.0,0.0
2011-03-29,135792.0,6345200.0,256.0,16106700.0,0.0
2011-03-30,47011.0,10749400.0,215.0,28574000.0,0.0
2011-03-31,8230.0,15227300.0,63.0,21038500.0,0.0
2011-04-01,5318.0,15738300.0,49.0,24877600.0,0.0
2011-04-04,683.0,9685100.0,18.0,20807300.0,0.0
2011-04-05,2609.0,18295300.0,45.0,30047600.0,0.0
2011-04-06,901.0,10710300.0,29.0,34570400.0,0.0
2011-04-07,229.0,9486800.0,49.0,25025600.0,0.0
2011-04-08,1407.0,13128200.0,65.0,43207100.0,0.0
2011-04-11,378.0,10105600.0,19.0,78124900.0,0.0
2011-04-12,345.0,14948100.0,20.0,68270300.0,0.0
2011-04-13,197.0,13884200.0,13.0,40670600.0,0.0
2011-04-14,535.0,14174100.0,22.0,46549600.0,0.0
2011-04-15,293.0,19121600.0,8.0,57370400.0,0.0
2011-04-18,650.0,17340100.0,31.0,74928100.0,0.0
2011-04-19,168.0,10950100.0,10.0,50201400.0,0.0
2011-04-20,386.0,13716800.0,68.0,89730500.0,0.0
2011-04-21,237.0,10109400.0,57.0,89536100.0,0.0
2011-04-25,233.0,15596400.0,84.0,189846200.0,0.0
2011-04-26,223.0,16200000.0,75.0,125900000.0,0.0
2011-04-27,460.0,21945900.0,170297.0,155811200.0,0.0
2011-04-28,425.0,20754000.0,40534.0,180431400.0,0.0
2011-04-29,124.0,27600000.0,3975.0,106191100.0,0.0
2011-05-02,200.0,24094100.0,3936.0,185210100.0,0.0
2011-05-03,246.0,24215600.0,1682.0,218026800.0,0.0
2011-05-04,272.0,35107000.0,990.0,184837300.0,0.0
2011-05-05,133.0,51284000.0,963.0,295400000.0,0.0
2011-05-06,144.0,24182200.0,479.0,188891100.0,0.0
2011-05-09,44.0,13854800.0,283.0,109357800.0,0.0
2011-05-10,13.0,11285200.0,171.0,92370300.0,0.0
2011-05-11,30.0,21378300.0,332.0,153442100.0,0.0
2011-05-12,11.0,18730400.0,131.0,184555100.0,0.0
2011-05-13,16.0,17268700.0,297.0,117648900.0,0.0
2011-05-16,10.0,10066800.0,91.0,87605400.0,0.0
2011-05-17,41.0,17192100.0,24.0,78692400.0,0.0
2011-05-18,82.0,10502900.0,34.0,60400600.0,0.0
2011-05-19,1.0,8098100.0,58.0,50110400.0,0.0
2011-05-20,93.0,23187900.0,67.0,57289600.0,0.0
2011-05-23,42.0,15937600.0,41.0,38000000.0,0.0
2011-05-24,4.0,14948000.0,104.0,54234000.0,0.0
2011-05-25,10.0,10973800.0,151.0,57110500.0,0.0
2011-05-26,186986.0,9785500.0,833.0,48073400.0,0.0
2011-05-27,76719.0,10186200.0,350.0,32825800.0,0.0
2011-05-31,6152.0,10499300.0,55.0,37608700.0,0.0
2011-06-01,2845.0,18365400.0,439.0,52612300.0,0.0
2011-06-02,1651.0,13552700.0,185.0,59348300.0,0.0
2011-06-03,1745.0,12606400.0,436.0,48082700.0,0.0
2011-06-06,691.0,11472600.0,99.0,39562100.0,0.0
2011-06-07,2530.0,10140500.0,152.0,31854100.0,0.0
2011-06-08,489.0,9612500.0,21.0,25070000.0,0.0
2011-06-09,288.0,7643200.0,48.0,24752400.0,0.0
2011-06-10,632.0,12344900.0,24.0,34964900.0,0.0
2011-06-13,851.0,12989300.0,43.0,46549600.0,0.0
2011-06-14,306.0,10938500.0,23.0,30302900.0,0.0
2011-06-15,648.0,14550700.0,15.0,40317200.0,0.0
2011-06-16,164.0,11035000.0,7.0,22448300.0,0.0
2011-06-17,72.0,19205100.0,12.0,23631400.0,0.0
2011-06-20,99.0,10463400.0,14.0,21152200.0,0.0
2011-06-21,125.0,12439200.0,21.0,21215100.0,0.0
2011-06-22,222.0,14109700.0,20.0,20993100.0,0.0
2011-06-23,300.0,24869600.0,12.0,39493300.0,0.0
2011-06-24,257.0,19301400.0,6.0,36428000.0,0.0
2011-06-27,140.0,11602500.0,14.0,30743400.0,0.0
2011-06-28,508.0,8813800.0,60150.0,18315100.0,0.0
2011-06-29,395.0,12624600.0,33621.0,25531400.0,0.0
2011-06-30,69.0,12657100.0,2964.0,20737800.0,0.0
2011-07-01,66.0,16366500.0,1803.0,21958000.0,0.0
2011-07-05,199.0,11278200.0,1252.0,24668400.0,0.0
2011-07-06,71.0,14502500.0,1413.0,25465600.0,0.0
2011-07-07,55.0,9520900.0,214.0,22622400.0,0.0
2011-07-08,3.0,13662300.0,280.0,23478300.0,0.0
2011-07-11,14.0,20447200.0,310.0,32289700.0,0.0
2011-07-12,8.0,24033700.0,278.0,33234900.0,0.0
2011-07-13,29.0,26351000.0,384.0,56285400.0,0.0
2011-07-14,19.0,17613600.0,368.0,58735600.0,0.0
2011-07-15,8.0,18448400.0,234.0,35558700.0,0.0
2011-07-18,13.0,17133400.0,545.0,51852400.0,0.0
2011-07-19,63.0,22871500.0,665.0,58124000.0,0.0
2011-07-20,9.0,14559300.0,142.0,44992300.0,0.0
2011-07-21,24.0,18422800.0,64.0,46865800.0,0.0
2011-07-22,12.0,11378700.0,80.0,35008100.0,0.0
2011-07-25,67.0,13036200.0,97.0,33218500.0,0.0
2011-07-26,28.0,11735500.0,215.0,28078500.0,0.0
2011-07-27,232220.0,18296600.0,492.0,49270500.0,0.0
2011-07-28,70263.0,11369100.0,143.0,30827000.0,0.0
2011-07-29,6761.0,17122800.0,71.0,26365000.0,0.0
2011-08-01,2889.0,14825700.0,53.0,26906700.0,0.0
2011-08-02,2440.0,24284500.0,25.0,31128400.0,0.0
2011-08-03,2024.0,27823700.0,60.0,65540000.0,0.0
2011-08-04,1952.0,40380300.0,84.0,98565800.0,0.0
2011-08-05,825.0,24554700.0,31.0,63053600.0,0.0
2011-08-08,1885.0,43002400.0,29.0,54812200.0,0.0
2011-08-09,1861.0,55765800.0,31.0,64605400.0,0.0
2011-08-10,969.0,44797200.0,16.0,50407200.0,0.0
2011-08-11,1503.0,49888300.0,248.0,40419900.0,0.0
2011-08-12,1166.0,29220000.0,100.0,22208100.0,0.0
2011-08-15,976.0,17798000.0,3.0,21712500.0,0.0
2011-08-16,278.0,19658000.0,309.0,21810700.0,0.0
2011-08-17,231.0,16482000.0,2.0,19931100.0,0.0
2011-08-18,868.0,25512800.0,2.0,25741000.0,0.0
2011-08-19,328.0,34398100.0,4.0,49198900.0,0.0
2011-08-22,1106.0,27482600.0,19.0,51905300.0,0.0
2011-08-23,458.0,55265400.0,94.0,56241400.0,0.0
2011-08-24,992.0,70700300.0,46.0,60277700.0,0.0
2011-08-25,864.0,43273700.0,46.0,36160900.0,0.0
2011-08-26,270.0,38673000.0,46.0,29627300.0,0.0
2011-08-29,828.0,25265500.0,43237.0,25627000.0,0.0
2011-08-30,598.0,23441000.0,18996.0,23521000.0,0.0
2011-08-31,336.0,16054400.0,2300.0,22205700.0,0.0
2011-09-01,263.0,13895500.0,1235.0,16977300.0,0.0
2011-09-02,442.0,19911200.0,703.0,26245800.0,0.0
2011-09-06,536.0,30254500.0,421.0,35066800.0,0.0
2011-09-07,470.0,30760000.0,295.0,25514600.0,0.0
2011-09-08,142.0,20741300.0,264.0,19450600.0,0.0
2011-09-09,188.0,25429600.0,230.0,24466000.0,0.0
2011-09-12,245.0,21812800.0,196.0,32851400.0,0.0
2011-09-13,52.0,17246400.0,149.0,20585500.0,0.0
2011-09-14,156.0,18122800.0,344.0,18285300.0,0.0
2011-09-15,80.0,20897000.0,263.0,23078700.0,0.0
2011-09-16,111.0,20693700.0,51.0,20079300.0,0.0
2011-09-19,13.0,18301100.0,52.0,24745100.0,0.0
2011-09-20,86.0,12667600.0,121.0,17303600.0,0.0
2011-09-21,22.0,16431300.0,78.0,23297700.0,0.0
2011-09-22,23.0,32476300.0,150.0,63122700.0,0.0
2011-09-23,81.0,52981400.0,293.0,97735200.0,0.0
2011-09-26,151.0,42373800.0,140.0,74390200.0,0.0
2011-09-27,47.0,25124200.0,117.0,64718700.0,0.0
2011-09-28,21275.0,21776000.0,250.0,56766500.0,0.0
2011-09-29,7181.0,17340800.0,94.0,37721400.0,0.0
2011-09-30,284.0,16770300.0,9.0,29043000.0,0.0
2011-10-03,101.0,14200400.0,30.0,25217400.0,0.0
2011-10-04,159.0,24000000.0,43.0,47067400.0,0.0
2011-10-05,114.0,15132300.0,179.0,30733100.0,0.0
2011-10-06,38.0,12389500.0,8.0,37463100.0,0.0
2011-10-07,66.0,12977400.0,55.0,32204400.0,0.0
2011-10-10,61.0,8984500.0,57.0,18707600.0,0.0
2011-10-11,151.0,8256900.0,10.0,15015300.0,0.0
2011-10-12,37.0,10867900.0,10.0,18917900.0,0.0
2011-10-13,148.0,8327900.0,4.0,15787800.0,0.0
2011-10-14,51.0,9737900.0,27.0,14422500.0,0.0
2011-10-17,41.0,8765700.0,5.0,18892700.0,0.0
2011-10-18,85.0,15390800.0,32.0,25004800.0,0.0
2011-10-19,22.0,8528700.0,59.0,19587100.0,0.0
2011-10-20,92.0,17367500.0,7.0,31597000.0,0.0
2011-10-21,32.0,13334500.0,3.0,17199800.0,0.0
2011-10-24,313.0,10199800.0,4.0,15344400.0,0.0
2011-10-25,355.0,22130800.0,33.0,37034500.0,0.0
2011-10-26,135.0,17116300.0,10.0,25725700.0,0.0
2011-10-27,494.0,15876900.0,85.0,35039500.0,0.0
2011-10-28,158.0,9362900.0,55.0,18050800.0,0.0
2011-10-31,62.0,8437200.0,60.0,16399300.0,0.0
2011-11-01,246.0,15335400.0,14.0,36658100.0,0.0
2011-11-02,294.0,14530500.0,8.0,17245500.0,0.0
2011-11-03,290.0,17610400.0,19.0,18462600.0,0.0
2011-11-04,47.0,11060400.0,39.0,12377200.0,0.0
2011-11-07,35.0,20131900.0,108.0,13485500.0,0.0
2011-11-08,14.0,16054200.0,70.0,19289400.0,0.0
2011-11-09,6.0,12313900.0,48.0,24966800.0,0.0
2011-11-10,16.0,11848700.0,48.0,18061400.0,0.0
2011-11-11,28.0,8727100.0,48.0,12228700.0,0.0
2011-11-14,24.0,5886400.0,48.0,9356200.0,0.0
2011-11-15,18.0,9167900.0,1.0,12579900.0,0.0
2011-11-16,65.0,15093300.0,3.0,17896600.0,0.0
2011-11-17,54.0,28468900.0,13.0,36372600.0,0.0
2011-11-18,14.0,14172900.0,0.0,24129900.0,0.0
2011-11-21,9.0,22030700.0,3.0,22505200.0,0.0
2011-11-22,13.0,12094400.0,16.0,23759800.0,0.0
2011-11-23,34.0,11483300.0,2.0,19296000.0,0.0
2011-11-25,28.0,6098000.0,11.0,9356800.0,0.0
2011-11-28,175525.0,12004000.0,41025.0,18248800.0,0.0
2011-11-29,64786.0,9198900.0,16524.0,14929300.0,0.0
2011-11-30,15463.0,11821600.0,2427.0,18798800.0,0.0
2011-12-01,1350.0,11610300.0,629.0,12874700.0,0.0
2011-12-02,1067.0,8433200.0,297.0,14457900.0,0.0
2011-12-05,756.0,10246700.0,402.0,13961900.0,0.0
2011-12-06,648.0,10381900.0,192.0,19142700.0,0.0
2011-12-07,300.0,10361300.0,209.0,12008900.0,0.0
2011-12-08,942.0,11734500.0,161.0,22262600.0,0.0
2011-12-09,568.0,8354000.0,109.0,11551400.0,0.0
2011-12-12,894.0,15339400.0,219.0,16225100.0,0.0
2011-12-13,274.0,25040400.0,95.0,26517800.0,0.0
2011-12-14,890.0,42334400.0,90.0,49466400.0,0.0
2011-12-15,589.0,21521900.0,82.0,22183200.0,0.0
2011-12-16,57.0,18124300.0,57.0,15321300.0,0.0
2011-12-19,92.0,12547200.0,91.0,18832000.0,0.0
2011-12-20,215.0,9136300.0,44.0,11520400.0,0.0
2011-12-21,38.0,11996100.0,30.0,10949100.0,0.0
2011-12-22,599.0,9888400.0,12.0,12715000.0,0.0
2011-12-23,62.0,3565100.0,53.0,5800600.0,0.0
2011-12-27,52.0,4918600.0,11.0,10869900.0,0.0
2011-12-28,763.0,16436100.0,300.0,30748600.0,0.0
2011-12-29,866.0,19812200.0,168.0,24820300.0,0.0
2011-12-30,289.0,10852700.0,181.0,21977000.0,0.0
2012-01-03,229.0,13385800.0,137.0,28140300.0,0.0
2012-01-04,172.0,11549700.0,67.0,18062600.0,0.0
2012-01-05,362.0,11621600.0,33.0,13858900.0,0.0
2012-01-06,20.0,9790500.0,79.0,20679500.0,0.0
2012-01-09,8.0,8771900.0,61.0,11638200.0,0.0
2012-01-10,47.0,8371400.0,100.0,19090400.0,0.0
2012-01-11,65.0,7968500.0,153.0,15753900.0,0.0
2012-01-12,84.0,8602500.0,72.0,17611400.0,0.0
2012-01-13,368.0,8910300.0,92.0,14796400.0,0.0
2012-01-17,16.0,8313300.0,58.0,11337700.0,0.0
2012-01-18,11.0,9341200.0,213.0,15396900.0,0.0
2012-01-19,58.0,8114200.0,7.0,13085800.0,0.0
2012-01-20,8.0,11616700.0,77.0,27658800.0,0.0
2012-01-23,10.0,8832100.0,86.0,19909500.0,0.0
2012-01-24,5.0,7502100.0,42.0,13457300.0,0.0
2012-01-25,239.0,28957700.0,98.0,36154700.0,0.0
2012-01-26,16.0,19143800.0,13.0,23262600.0,0.0
2012-01-27,175023.0,13030100.0,186.0,15487000.0,0.0
2012-01-30,53427.0,8438000.0,59.0,15177700.0,0.0
2012-01-31,7540.0,11192500.0,122.0,19355500.0,0.0
2012-02-01,2027.0,7734200.0,93.0,18488200.0,0.0
2012-02-02,2062.0,11509600.0,144.0,22983200.0,0.0
2012-02-03,543.0,23355300.0,118.0,24871800.0,0.0
2012-02-06,726.0,8807400.0,82.0,13417400.0,0.0
2012-02-07,272.0,11614300.0,49.0,19324800.0,0.0
2012-02-08,955.0,10655500.0,22.0,15972900.0,0.0
2012-02-09,119.0,16085200.0,37.0,15532600.0,0.0
2012-02-10,248.0,10326800.0,86.0,12264400.0,0.0
2012-02-13,104.0,7088900.0,115.0,9481300.0,0.0
2012-02-14,94.0,7862500.0,63.0,11658800.0,0.0
2012-02-15,110.0,11638500.0,99.0,15222400.0,0.0
2012-02-16,38.0,10734000.0,50.0,14218000.0,0.0
2012-02-17,80.0,7286900.0,49.0,10418300.0,0.0
2012-02-21,115.0,13611200.0,36.0,20579000.0,0.0
2012-02-22,161.0,16676500.0,36.0,22351000.0,0.0
2012-02-23,298.0,11654200.0,74.0,32953700.0,0.0
2012-02-24,129.0,9293700.0,17.0,16620000.0,0.0
2012-02-27,841.0,7340900.0,61904.0,16051900.0,0.0
2012-02-28,306.0,12413000.0,26149.0,34999700.0,0.0
2012-02-29,359.0,44149000.0,4321.0,91366000.0,0.0
2012-03-01,214.0,19200700.0,1127.0,30513100.0,0.0
2012-03-02,135.0,9298100.0,524.0,23927800.0,0.0
2012-03-05,421.0,12071400.0,792.0,25236700.0,0.0
2012-03-06,176.0,15533200.0,495.0,33260900.0,0.0
2012-03-07,39.0,9553300.0,196.0,18763400.0,0.0
2012-03-08,301.0,8858200.0,119.0,14564700.0,0.0
2012-03-09,73.0,13698200.0,75.0,19462800.0,0.0
2012-03-12,98.0,6523800.0,199.0,12605000.0,0.0
2012-03-13,47.0,20047000.0,60.0,27188500.0,0.0
2012-03-14,201.0,28822100.0,71.0,38738700.0,0.0
2012-03-15,405.0,12689300.0,80.0,17881700.0,0.0
2012-03-16,317.0,12549200.0,14.0,12580000.0,0.0
2012-03-19,462.0,9920800.0,28.0,14902200.0,0.0
2012-03-20,250.0,11643700.0,70.0,18680000.0,0.0
2012-03-21,546.0,6672700.0,23.0,11741000.0,0.0
2012-03-22,321.0,11107700.0,124.0,23549000.0,0.0
2012-03-23,76.0,10689000.0,38.0,13833600.0,0.0
2012-03-26,84.0,13226700.0,35.0,12644600.0,0.0
2012-03-27,100.0,10908700.0,99.0,11848800.0,0.0
2012-03-28,193107.0,11008200.0,151.0,18452600.0,0.0
2012-03-29,47342.0,11026900.0,19.0,15314700.0,0.0
2012-03-30,9825.0,7534000.0,2.0,7605400.0,0.0
2012-04-02,2531.0,7541700.0,21.0,15583200.0,0.0
2012-04-03,1165.0,16822300.0,5.0,24183000.0,0.0
2012-04-04,1122.0,15975600.0,5.0,25926900.0,0.0
2012-04-05,289.0,8967700.0,5.0,12145300.0,0.0
2012-04-09,158.0,8245800.0,5.0,9255100.0,0.0
2012-04-10,350.0,14288500.0,5.0,15226400.0,0.0
2012-04-11,426.0,10005400.0,5.0,9003700.0,0.0
2012-04-12,1309.0,9229900.0,127.0,15191400.0,0.0
2012-04-13,220.0,10041000.0,25.0,17038300.0,0.0
2012-04-16,717.0,6670500.0,71.0,9050700.0,0.0
2012-04-17,69.0,7587100.0,71.0,11381400.0,0.0
2012-04-18,273.0,7463000.0,40.0,8206300.0,0.0
2012-04-19,77.0,9914400.0,11.0,11094700.0,0.0
2012-04-20,54.0,9148800.0,11.0,6894700.0,0.0
2012-04-23,226.0,8876800.0,8.0,15640700.0,0.0
2012-04-24,123.0,5200600.0,19.0,8464100.0,0.0
2012-04-25,82.0,15093700.0,4.0,25133400.0,0.0
2012-04-26,280.0,10918700.0,43708.0,10694700.0,0.0
2012-04-27,236.0,8906600.0,22059.0,6982300.0,0.0
2012-04-30,36.0,8007300.0,2408.0,10930100.0,0.0
2012-05-01,25.0,7414800.0,867.0,8877500.0,0.0
2012-05-02,50.0,5632300.0,312.0,10316700.0,0.0
2012-05-03,78.0,13172000.0,109.0,14092200.0,0.0
2012-05-04,68.0,11389600.0,53.0,13981100.0,0.0
2012-05-07,21.0,4927800.0,29.0,13075300.0,0.0
2012-05-08,154.0,17852300.0,102.0,21027300.0,0.0
2012-05-09,30.0,13864000.0,82.0,18528000.0,0.0
2012-05-10,6.0,7460100.0,52.0,10453200.0,0.0
2012-05-11,6.0,8285600.0,15.0,11868300.0,0.0
2012-05-14,5.0,13388200.0,32.0,15232600.0,0.0
2012-05-15,28.0,13354500.0,20.0,14694300.0,0.0
2012-05-16,26.0,16750700.0,9.0,24442800.0,0.0
2012-05-17,51.0,18080700.0,67.0,21656400.0,0.0
2012-05-18,26.0,12994200.0,98.0,17928600.0,0.0
2012-05-21,32.0,7542400.0,11.0,10395100.0,0.0
2012-05-22,27.0,11302700.0,41.0,12351300.0,0.0
2012-05-23,6.0,18854500.0,58.0,21410600.0,0.0
2012-05-24,23.0,9697100.0,48.0,11387300.0,0.0
2012-05-25,7.0,6212900.0,16.0,7192200.0,0.0
2012-05-29,259050.0,11243100.0,399.0,14415900.0,0.0
2012-05-30,79887.0,16764800.0,67.0,11468000.0,0.0
