date,total_call,total_put,total_total,total_pcr
2008-10-20,2218634,1798266,4016900,0.81
2008-10-21,2185551,1909029,4094580,0.87
2008-10-22,2365793,2878059,5243852,1.22
2008-10-23,2509556,3118026,5627582,1.24
2008-10-24,2037861,2526707,4564568,1.24
2008-10-27,1655003,1916302,3571305,1.16
2008-10-28,2415415,2437040,4852455,1.01
2008-10-29,2565295,2024750,4590045,0.79
2008-10-30,2158982,1729327,3888309,0.8
2008-10-31,2065990,1978113,4044103,0.96
2008-11-03,1672435,1614660,3287095,0.97
2008-11-04,2453319,2456702,4910021,1.0
2008-11-05,2340836,2194799,4535635,0.94
2008-11-06,2090404,2786139,4876543,1.33
2008-11-07,1618569,1568133,3186702,0.97
2008-11-10,1538203,1701313,3239516,1.11
2008-11-11,1799620,2094761,3894381,1.16
2008-11-12,2221944,2575286,4797230,1.16
2008-11-13,3269442,3235196,6504638,0.99
2008-11-14,2185459,2215699,4401158,1.01
2008-11-17,2026110,1922252,3948362,0.95
2008-11-18,2443762,2641940,5085702,1.08
2008-11-19,2613581,3687838,6301419,1.41
2008-11-20,3170866,4207071,7377937,1.33
2008-11-21,3416740,3827279,7244019,1.12
2008-11-24,2808855,2086119,4894974,0.74
2008-11-25,1954559,1540887,3495446,0.79
2008-11-26,2104222,1574672,3678894,0.75
2008-11-28,837123,736962,1574085,0.88
2008-12-01,1760338,1754562,3514900,1.0
2008-12-02,1749798,1641119,3390917,0.94
2008-12-03,1773195,1820772,3593967,1.03
2008-12-04,1823563,1710113,3533676,0.94
2008-12-05,2110363,1938149,4048512,0.92
2008-12-08,2561660,2205590,4767250,0.86
2008-12-09,2170011,1817459,3987470,0.84
2008-12-10,1910363,1803702,3714065,0.94
2008-12-11,2163166,2117752,4280918,0.98
2008-12-12,1806145,1878946,3685091,1.04
2008-12-15,1560143,1628859,3189002,1.04
2008-12-16,2600906,2359564,4960470,0.91
2008-12-17,2465494,2074203,4539697,0.84
2008-12-18,2372720,2135132,4507852,0.9
2008-12-19,2151429,1757556,3908985,0.82
2008-12-22,1559929,1163445,2723374,0.75
2008-12-23,1191141,936817,2127958,0.79
2008-12-24,459511,368526,828037,0.8
2008-12-26,635972,496179,1132151,0.78
2008-12-29,1160790,1087920,2248710,0.94
2008-12-30,1244376,1033302,2277678,0.83
2008-12-31,1410605,1142583,2553188,0.81
2009-01-02,1675165,1602827,3277992,0.96
2009-01-05,2028473,1693351,3721824,0.83
2009-01-06,2427642,1941894,4369536,0.8
2009-01-07,746138,851842,1597980,1.14
2009-01-08,903705,964690,1868395,1.07
2009-01-09,1843735,1893787,3737522,1.03
2009-01-12,1959494,2264135,4223629,1.16
2009-01-13,2279800,2090059,4369859,0.92
2009-01-14,2504701,2871760,5376461,1.15
2009-01-15,3105414,3638455,6743869,1.17
2009-01-16,2721973,2634566,5356539,0.97
2009-01-20,2470548,2367660,4838208,0.96
2009-01-21,2309854,2145102,4454956,0.93
2009-01-22,2180317,1915453,4095770,0.88
2009-01-23,2348871,1802799,4151670,0.77
2009-01-26,1962550,1523290,3485840,0.78
2009-01-27,1720318,1348977,3069295,0.78
2009-01-28,2584288,2001487,4585775,0.77
2009-01-29,1787495,1702047,3489542,0.95
2009-01-30,1786630,1833425,3620055,1.03
2009-02-02,1832975,1499837,3332812,0.82
2009-02-03,2077576,1650509,3728085,0.79
2009-02-04,1996937,1797441,3794378,0.9
2009-02-05,2464801,1843998,4308799,0.75
2009-02-06,2862993,2042495,4905488,0.71
2009-02-09,2132595,1424595,3557190,0.67
2009-02-10,2565817,2246662,4812479,0.88
2009-02-11,1805661,1673231,3478892,0.93
2009-02-12,2184854,1967017,4151871,0.9
2009-02-13,1704762,1515405,3220167,0.89
2009-02-17,2327780,2402273,4730053,1.03
2009-02-18,2273266,2683794,4957060,1.18
2009-02-19,2379897,2714320,5094217,1.14
2009-02-20,3295812,3500229,6796041,1.06
2009-02-23,2289385,2180946,4470331,0.95
2009-02-24,2412278,1898695,4310973,0.79
2009-02-25,2185599,1852029,4037628,0.85
2009-02-26,2114178,1443089,3557267,0.68
2009-02-27,2131403,2080101,4211504,0.98
2009-03-02,2528203,2704888,5233091,1.07
2009-03-03,2279108,2159832,4438940,0.95
2009-03-04,2515901,2400346,4916247,0.95
2009-03-05,2614940,2664075,5279015,1.02
2009-03-06,2747512,2403126,5150638,0.87
2009-03-09,2474876,1820756,4295632,0.74
2009-03-10,3084798,2237980,5322778,0.73
2009-03-11,2576696,1934537,4511233,0.75
2009-03-12,3183819,2244757,5428576,0.71
2009-03-13,2547092,1815463,4362555,0.71
2009-03-16,3164026,2536977,5701003,0.8
2009-03-17,3125644,2422986,5548630,0.78
2009-03-18,4542710,2930815,7473525,0.65
2009-03-19,3742368,2882530,6624898,0.77
2009-03-20,3093581,2767103,5860684,0.89
2009-03-23,3416239,2390529,5806768,0.7
2009-03-24,2503393,1903258,4406651,0.76
2009-03-25,2341359,2010152,4351511,0.86
2009-03-26,2153949,1976472,4130421,0.92
2009-03-27,1714979,1572230,3287209,0.92
2009-03-30,1894176,2151899,4046075,1.14
2009-03-31,1921816,1563087,3484903,0.81
2009-04-01,2083202,1896533,3979735,0.91
2009-04-02,3587011,2477658,6064669,0.69
2009-04-03,2341722,1933400,4275122,0.83
2009-04-06,1940464,1857147,3797611,0.96
2009-04-07,1937457,1863061,3800518,0.96
2009-04-08,1984902,1687894,3672796,0.85
2009-04-09,3384782,2733689,6118471,0.81
2009-04-13,3351087,2233962,5585049,0.67
2009-04-14,3514871,2686940,6201811,0.76
2009-04-15,2888645,2681632,5570277,0.93
2009-04-16,3815123,2879846,6694969,0.75
2009-04-17,4083606,2923310,7006916,0.72
2009-04-20,3049599,2803667,5853266,0.92
2009-04-21,2698389,2261340,4959729,0.84
2009-04-22,2856874,2227397,5084271,0.78
2009-04-23,2197067,1993753,4190820,0.91
2009-04-24,2590017,2160911,4750928,0.83
2009-04-27,2373504,1930261,4303765,0.81
2009-04-28,1871420,1607406,3478826,0.86
2009-04-29,2389341,1794368,4183709,0.75
2009-04-30,2420085,2218348,4638433,0.92
2009-05-01,1937768,1590586,3528354,0.82
2009-05-04,2805767,2065645,4871412,0.74
2009-05-05,2689405,1781217,4470622,0.66
2009-05-06,3694211,2823231,6517442,0.76
2009-05-07,3920918,3189103,7110021,0.81
2009-05-08,3413833,2968569,6382402,0.87
2009-05-11,2854230,2458816,5313046,0.86
2009-05-12,3044886,2615472,5660358,0.86
2009-05-13,3174864,2829023,6003887,0.89
2009-05-14,3190806,2801628,5992434,0.88
2009-05-15,2945059,2354979,5300038,0.8
2009-05-18,2423026,1882157,4305183,0.78
2009-05-19,2420155,1986960,4407115,0.82
2009-05-20,2898895,2498718,5397613,0.86
2009-05-21,2396685,2346034,4742719,0.98
2009-05-22,1762087,1422223,3184310,0.81
2009-05-26,2154751,1554652,3709403,0.72
2009-05-27,2227998,1917088,4145086,0.86
2009-05-28,2348273,1777117,4125390,0.76
2009-05-29,2103071,1621307,3724378,0.77
2009-06-01,3200551,2479744,5680295,0.77
2009-06-02,2306368,1901686,4208054,0.82
2009-06-03,2075248,2002472,4077720,0.96
2009-06-04,2057391,1814972,3872363,0.88
2009-06-05,2192173,1769162,3961335,0.81
2009-06-08,1785517,1677634,3463151,0.94
2009-06-09,2024256,1748947,3773203,0.86
2009-06-10,2301452,1987051,4288503,0.86
2009-06-11,2678386,2060302,4738688,0.77
2009-06-12,2181325,1880275,4061600,0.86
2009-06-15,2625369,2125744,4751113,0.81
2009-06-16,2504699,2540765,5045464,1.01
2009-06-17,2709244,3074874,5784118,1.13
2009-06-18,2547740,2387192,4934932,0.94
2009-06-19,3072947,2644116,5717063,0.86
2009-06-22,2207839,2064318,4272157,0.93
2009-06-23,1903327,1894810,3798137,1.0
2009-06-24,1875826,1594703,3470529,0.85
2009-06-25,1928320,1733053,3661373,0.9
2009-06-26,1581827,1289091,2870918,0.81
2009-06-29,1596388,1248250,2844638,0.78
2009-06-30,1706782,1841842,3548624,1.08
2009-07-01,1713055,1370178,3083233,0.8
2009-07-02,1695564,1787354,3482918,1.05
2009-07-06,1841030,1601401,3442431,0.87
2009-07-07,1935708,1964683,3900391,1.01
2009-07-08,2500951,2570843,5071794,1.03
2009-07-09,1679374,1794367,3473741,1.07
2009-07-10,1733526,1875653,3609179,1.08
2009-07-13,2442463,2035278,4477741,0.83
2009-07-14,2196988,1821063,4018051,0.83
2009-07-15,3712820,2901655,6614475,0.78
2009-07-16,3335148,2538264,5873412,0.76
2009-07-17,3421207,2528870,5950077,0.74
2009-07-20,2865391,2008664,4874055,0.7
2009-07-21,2095734,1663407,3759141,0.79
2009-07-22,2070216,2046738,4116954,0.99
2009-07-23,3008705,2630568,5639273,0.87
2009-07-24,1907225,1769972,3677197,0.93
2009-07-27,1859660,1473702,3333362,0.79
2009-07-28,2210821,1794706,4005527,0.81
2009-07-29,2122974,1977480,4100454,0.93
2009-07-30,3243703,2152744,5396447,0.66
2009-07-31,1877680,1578454,3456134,0.84
2009-08-03,2384797,1819362,4204159,0.76
2009-08-04,2303198,1874724,4177922,0.81
2009-08-05,2743568,2028598,4772166,0.74
2009-08-06,2345412,2146553,4491965,0.92
2009-08-07,3064913,2233919,5298832,0.73
2009-08-10,1968527,1485238,3453765,0.75
2009-08-11,2422489,1865627,4288116,0.77
2009-08-12,2252701,2097916,4350617,0.93
2009-08-13,2397196,1862134,4259330,0.78
2009-08-14,2103267,1999601,4102868,0.95
2009-08-17,2378056,2364227,4742283,0.99
2009-08-18,2191156,2039930,4231086,0.93
2009-08-19,2517606,2446209,4963815,0.97
2009-08-20,3023895,2171560,5195455,0.72
2009-08-21,3749870,2222969,5972839,0.59
2009-08-24,2679873,1961852,4641725,0.73
2009-08-25,2269239,1833339,4102578,0.81
2009-08-26,1745216,1834538,3579754,1.05
2009-08-27,2424318,1977022,4401340,0.82
2009-08-28,2472972,1867539,4340511,0.76
2009-08-31,1842454,1641793,3484247,0.89
2009-09-01,3035790,2830982,5866772,0.93
2009-09-02,2414431,2218085,4632516,0.92
2009-09-03,2174399,2007520,4181919,0.92
2009-09-04,1953761,1743254,3697015,0.89
2009-09-08,2288234,1826558,4114792,0.8
2009-09-09,2698697,2305041,5003738,0.85
2009-09-10,2485647,2250136,4735783,0.91
2009-09-11,2686579,2374975,5061554,0.88
2009-09-14,2459588,1978512,4438100,0.8
2009-09-15,3200780,2422413,5623193,0.76
2009-09-16,4363175,2900533,7263708,0.66
2009-09-17,4046300,3174229,7220529,0.78
2009-09-18,2909081,2486192,5395273,0.85
2009-09-21,2291124,1724465,4015589,0.75
2009-09-22,2231315,1694220,3925535,0.76
2009-09-23,2348643,2112334,4460977,0.9
2009-09-24,2308822,2274458,4583280,0.99
2009-09-25,1985948,1910252,3896200,0.96
2009-09-28,1301824,1305359,2607183,1.0
2009-09-29,1741151,1496932,3238083,0.86
2009-09-30,2057185,2300579,4357764,1.12
2009-10-01,2615118,2517694,5132812,0.96
2009-10-02,2372872,2642983,5015855,1.11
2009-10-05,1922585,1539176,3461761,0.8
2009-10-06,2505639,1928836,4434475,0.77
2009-10-07,1990773,1551984,3542757,0.78
2009-10-08,2781821,2018084,4799905,0.73
2009-10-09,2011344,1590227,3601571,0.79
2009-10-12,2117725,1741114,3858839,0.82
2009-10-13,2339764,1879166,4218930,0.8
2009-10-14,3589063,2475741,6064804,0.69
2009-10-15,3404319,2345063,5749382,0.69
2009-10-16,3436769,2627581,6064350,0.76
2009-10-19,2340320,2118774,4459094,0.91
2009-10-20,1994955,1840540,3835495,0.92
2009-10-21,2564744,2417890,4982634,0.94
2009-10-22,2360621,1897833,4258454,0.8
2009-10-23,2107871,1803804,3911675,0.86
2009-10-26,2305817,2034257,4340074,0.88
2009-10-27,2038518,2065825,4104343,1.01
2009-10-28,2656410,2938690,5595100,1.11
2009-10-29,2257823,1900671,4158494,0.84
2009-10-30,2566266,3105607,5671873,1.21
2009-11-02,2789493,2886323,5675816,1.03
2009-11-03,2097189,1963483,4060672,0.94
2009-11-04,2488846,2034432,4523278,0.82
2009-11-05,2089704,1809645,3899349,0.87
2009-11-06,2052772,2095467,4148239,1.02
2009-11-09,2468075,2151036,4619111,0.87
2009-11-10,1911154,1599380,3510534,0.84
2009-11-11,2266041,2047470,4313511,0.9
2009-11-12,2171890,1853836,4025726,0.85
2009-11-13,1770881,1785111,3555992,1.01
2009-11-16,2699153,2258517,4957670,0.84
2009-11-17,2146198,1890728,4036926,0.88
2009-11-18,2584164,2182338,4766502,0.84
2009-11-19,2629202,2624265,5253467,1.0
2009-11-20,2652049,2427883,5079932,0.92
2009-11-23,2610197,1743733,4353930,0.67
2009-11-24,1691424,1485233,3176657,0.88
2009-11-25,1630238,1392990,3023228,0.85
2009-11-27,1314283,1381255,2695538,1.05
2009-11-30,1722522,1782717,3505239,1.03
2009-12-01,2127126,1783930,3911056,0.84
2009-12-02,1951020,1736634,3687654,0.89
2009-12-03,2793623,1890506,4684129,0.68
2009-12-04,2887987,2448443,5336430,0.85
2009-12-07,1737289,1557713,3295002,0.9
2009-12-08,2366137,2135067,4501204,0.9
2009-12-09,2057015,1975974,4032989,0.96
2009-12-10,2126171,1936001,4062172,0.91
2009-12-11,2086164,1870862,3957026,0.9
2009-12-14,2284882,2034814,4319696,0.89
2009-12-15,2818548,2141490,4960038,0.76
2009-12-16,2976853,2671196,5648049,0.9
2009-12-17,3493343,3161705,6655048,0.91
2009-12-18,2868274,2797075,5665349,0.98
2009-12-21,2659083,1635421,4294504,0.62
2009-12-22,2795613,1666894,4462507,0.6
2009-12-23,1851560,1528980,3380540,0.83
2009-12-24,998268,738401,1736669,0.74
2009-12-28,1604604,1268651,2873255,0.79
2009-12-29,1532390,1393042,2925432,0.91
2009-12-30,1630979,1277988,2908967,0.78
2009-12-31,1451160,1313892,2765052,0.91
2010-01-04,2409116,1686299,4095415,0.7
2010-01-05,2676986,1936307,4613293,0.72
2010-01-06,2512893,1786247,4299140,0.71
2010-01-07,2813282,2014780,4828062,0.72
2010-01-08,2767312,1811081,4578393,0.65
2010-01-11,2856229,1955388,4811617,0.68
2010-01-12,2942063,2345312,5287375,0.8
2010-01-13,2962212,2392817,5355029,0.81
2010-01-14,2852959,2162280,5015239,0.76
2010-01-15,3345896,2757125,6103021,0.82
2010-01-19,2797026,2060037,4857063,0.74
2010-01-20,2456578,2263099,4719677,0.92
2010-01-21,2946583,2751208,5697791,0.93
2010-01-22,3160435,3373574,6534009,1.07
2010-01-25,2121560,2080772,4202332,0.98
2010-01-26,2303176,1965543,4268719,0.85
2010-01-27,2423935,2294848,4718783,0.95
2010-01-28,2404461,1930993,4335454,0.8
2010-01-29,2216027,2217160,4433187,1.0
2010-02-01,2293196,1726430,4019626,0.75
2010-02-02,2164956,1873581,4038537,0.87
2010-02-03,1942002,1616324,3558326,0.83
2010-02-04,2594723,2743619,5338342,1.06
2010-02-05,2749102,3325882,6074984,1.21
2010-02-08,1698192,1690359,3388551,1.0
2010-02-09,2099921,2054879,4154800,0.98
2010-02-10,1800452,1668387,3468839,0.93
2010-02-11,2270918,1943640,4214558,0.86
2010-02-12,1883902,1723288,3607190,0.91
2010-02-16,2410129,2114540,4524669,0.88
2010-02-17,2767216,2558038,5325254,0.92
2010-02-18,3029934,2417968,5447902,0.8
2010-02-19,2801463,2361243,5162706,0.84
2010-02-22,2245302,1878554,4123856,0.84
2010-02-23,1993293,2088646,4081939,1.05
2010-02-24,1876494,1569224,3445718,0.84
2010-02-25,1903738,1952583,3856321,1.03
2010-02-26,1717498,1503532,3221030,0.88
2010-03-01,2170108,2031045,4201153,0.94
2010-03-02,2356067,1852564,4208631,0.79
2010-03-03,2023385,1777703,3801088,0.88
2010-03-04,1939137,1959349,3898486,1.01
2010-03-05,2699714,2247141,4946855,0.83
2010-03-08,2004148,1847125,3851273,0.92
2010-03-09,2922296,1999871,4922167,0.68
2010-03-10,2979157,2431595,5410752,0.82
2010-03-11,2372275,2208463,4580738,0.93
2010-03-12,2328287,2013006,4341293,0.86
2010-03-15,2050685,1630937,3681622,0.8
2010-03-16,2622183,1980384,4602567,0.76
2010-03-17,3338977,2870444,6209421,0.86
2010-03-18,2774286,2123490,4897776,0.77
2010-03-19,2635043,2566998,5202041,0.97
2010-03-22,2107886,1924329,4032215,0.91
2010-03-23,2111996,1585249,3697245,0.75
2010-03-24,1893452,1747458,3640910,0.92
2010-03-25,2545223,2205731,4750954,0.87
2010-03-26,1810148,1670366,3480514,0.92
2010-03-29,1556820,1310203,2867023,0.84
2010-03-30,1596944,1371558,2968502,0.86
2010-03-31,1784283,1452934,3237217,0.81
2010-04-01,1879554,1697229,3576783,0.9
2010-04-05,1922106,1526795,3448901,0.79
2010-04-06,2458239,1874221,4332460,0.76
2010-04-07,2468096,2244293,4712389,0.91
2010-04-08,2217745,1742776,3960521,0.79
2010-04-09,2704536,1923879,4628415,0.71
2010-04-12,2697335,1829067,4526402,0.68
2010-04-13,2967991,2144781,5112772,0.72
2010-04-14,4250848,2373825,6624673,0.56
2010-04-15,4253461,3048404,7301865,0.72
2010-04-16,4508353,3854219,8362572,0.85
2010-04-19,3201684,2904474,6106158,0.91
2010-04-20,2399708,2193026,4592734,0.91
2010-04-21,2608656,2369539,4978195,0.91
2010-04-22,2793231,2118491,4911722,0.76
2010-04-23,2520047,1781959,4302006,0.71
2010-04-26,2595988,1728342,4324330,0.67
2010-04-27,3033083,2692949,5726032,0.89
2010-04-28,2551134,2115324,4666458,0.83
2010-04-29,2672852,1936938,4609790,0.72
2010-04-30,2451853,2590819,5042672,1.06
2010-05-03,2296822,1797331,4094153,0.78
2010-05-04,3313350,3262507,6575857,0.98
2010-05-05,3183050,3646901,6829951,1.15
2010-05-06,5068564,5185189,10253753,1.02
2010-05-07,4233291,5165583,9398874,1.22
2010-05-10,3115440,3186107,6301547,1.02
2010-05-11,2525233,2743246,5268479,1.09
2010-05-12,2704263,2347537,5051800,0.87
2010-05-13,2498125,2151938,4650063,0.86
2010-05-14,3182379,3528316,6710695,1.11
2010-05-17,2704843,2749954,5454797,1.02
2010-05-18,2901465,2927868,5829333,1.01
2010-05-19,3137015,4287500,7424515,1.37
2010-05-20,3828170,5858133,9686303,1.53
2010-05-21,3753565,4962286,8715851,1.32
2010-05-24,2207041,2067384,4274425,0.94
2010-05-25,2671429,3046345,5717774,1.14
2010-05-26,2461169,2578874,5040043,1.05
2010-05-27,2127813,2214145,4341958,1.04
2010-05-28,1653464,2007963,3661427,1.21
2010-06-01,1635316,1466966,3102282,0.9
2010-06-02,1847848,1651516,3499364,0.89
2010-06-03,1828456,1979164,3807620,1.08
2010-06-04,2177222,2104926,4282148,0.97
2010-06-07,2113082,2033725,4146807,0.96
2010-06-08,2288424,2646831,4935255,1.16
2010-06-09,2105504,2223579,4329083,1.06
2010-06-10,2188756,2192801,4381557,1.0
2010-06-11,1634412,1759902,3394314,1.08
2010-06-14,1894519,2079676,3974195,1.1
2010-06-15,2197857,1901922,4099779,0.87
2010-06-16,2226491,2115889,4342380,0.95
2010-06-17,2165593,1944980,4110573,0.9
2010-06-18,2278299,2001827,4280126,0.88
2010-06-21,2135061,1982675,4117736,0.93
2010-06-22,1707515,1770213,3477728,1.04
2010-06-23,1405681,1569169,2974850,1.12
2010-06-24,1758233,2092429,3850662,1.19
2010-06-25,1592952,1422798,3015750,0.89
2010-06-28,1304021,1024762,2328783,0.79
2010-06-29,2267245,2493126,4760371,1.1
2010-06-30,1740297,1857891,3598188,1.07
2010-07-01,2379656,2989487,5369143,1.26
2010-07-02,1428420,1291658,2720078,0.9
2010-07-06,1666818,1884159,3550977,1.13
2010-07-07,1906967,1659504,3566471,0.87
2010-07-08,1758268,1419244,3177512,0.81
2010-07-09,1822045,1552684,3374729,0.85
2010-07-12,1626447,1635360,3261807,1.01
2010-07-13,2719216,2257135,4976351,0.83
2010-07-14,2227524,2073297,4300821,0.93
2010-07-15,2170442,1904129,4074571,0.88
2010-07-16,2308676,2536237,4844913,1.1
2010-07-19,2014759,1452354,3467113,0.72
2010-07-20,1935597,1718971,3654568,0.89
2010-07-21,1695977,1712326,3408303,1.01
2010-07-22,2221386,1812858,4034244,0.82
2010-07-23,1687933,1415194,3103127,0.84
2010-07-26,1693681,1672178,3365859,0.99
2010-07-27,1868770,1548190,3416960,0.83
2010-07-28,1367702,1316965,2684667,0.96
2010-07-29,1630482,1608424,3238906,0.99
2010-07-30,1412375,1140186,2552561,0.81
2010-08-02,1782754,1659242,3441996,0.93
2010-08-03,1539190,1311451,2850641,0.85
2010-08-04,1644682,1351573,2996255,0.82
2010-08-05,1398118,1331420,2729538,0.95
2010-08-06,1632149,1501910,3134059,0.92
2010-08-09,1362529,1103176,2465705,0.81
2010-08-10,1569161,1588346,3157507,1.01
2010-08-11,2072916,2216506,4289422,1.07
2010-08-12,1859924,1851612,3711536,1.0
2010-08-13,1301388,1304103,2605491,1.0
2010-08-16,1522792,1394398,2917190,0.92
2010-08-17,1834412,1833953,3668365,1.0
2010-08-18,1912792,2301282,4214074,1.2
2010-08-19,2255755,2197683,4453438,0.97
2010-08-20,2239353,2335824,4575177,1.04
2010-08-23,2103484,1493482,3596966,0.71
2010-08-24,1842552,1753475,3596027,0.95
2010-08-25,1803455,1841168,3644623,1.02
2010-08-26,1544026,1363504,2907530,0.88
2010-08-27,1863061,1496572,3359633,0.8
2010-08-30,1134541,1114887,2249428,0.98
2010-08-31,1414296,1296345,2710641,0.92
2010-09-01,2168137,1768178,3936315,0.82
2010-09-02,1644652,1481698,3126350,0.9
2010-09-03,1802420,1740652,3543072,0.97
2010-09-07,1298230,1729339,3027569,1.33
2010-09-08,1700813,1603044,3303857,0.94
2010-09-09,1566268,1667361,3233629,1.06
2010-09-10,1493605,1911432,3405037,1.28
2010-09-13,2260934,1882131,4143065,0.83
2010-09-14,2158742,1945257,4103999,0.9
2010-09-15,2397305,2233666,4630971,0.93
2010-09-16,2437779,2006070,4443849,0.82
2010-09-17,2302198,2055808,4358006,0.89
2010-09-20,2192438,1749390,3941828,0.8
2010-09-21,1891850,1860715,3752565,0.98
2010-09-22,1721607,1632807,3354414,0.95
2010-09-23,1678950,1570067,3249017,0.94
2010-09-24,1884891,1589305,3474196,0.84
2010-09-27,1427994,1203275,2631269,0.84
2010-09-28,1594775,1626060,3220835,1.02
2010-09-29,1801208,1412842,3214050,0.78
2010-09-30,1977424,1659252,3636676,0.84
2010-10-01,1864762,1523188,3387950,0.82
2010-10-04,1597806,1287546,2885352,0.81
2010-10-05,2387343,2133675,4521018,0.89
2010-10-06,2047922,1724886,3772808,0.84
2010-10-07,1879627,2017594,3897221,1.07
2010-10-08,2124792,1816684,3941476,0.85
2010-10-11,1997388,1653567,3650955,0.83
2010-10-12,2017865,2324891,4342756,1.15
2010-10-13,3558177,2598755,6156932,0.73
2010-10-14,3152042,2599831,5751873,0.82
2010-10-15,3468632,2470401,5939033,0.71
2010-10-18,2200741,1873114,4073855,0.85
2010-10-19,2304450,2114989,4419439,0.92
2010-10-20,2110553,2163990,4274543,1.03
2010-10-21,1994771,1914617,3909388,0.96
2010-10-22,1651276,1436052,3087328,0.87
2010-10-25,1862293,1701699,3563992,0.91
2010-10-26,1848014,1685461,3533475,0.91
2010-10-27,1932185,1660927,3593112,0.86
2010-10-28,1957624,1707768,3665392,0.87
2010-10-29,1891065,1700443,3591508,0.9
2010-11-01,1848293,1608208,3456501,0.87
2010-11-02,1913598,1527005,3440603,0.8
2010-11-03,2262972,2044208,4307180,0.9
2010-11-04,3906182,2930272,6836454,0.75
2010-11-05,3235269,2220996,5456265,0.69
2010-11-08,2076340,1457906,3534246,0.7
2010-11-09,2524849,2122268,4647117,0.84
2010-11-10,2278298,1614747,3893045,0.71
2010-11-11,2147015,1648395,3795410,0.77
2010-11-12,2452730,2529668,4982398,1.03
2010-11-15,2065517,1637513,3703030,0.79
2010-11-16,2943559,2811749,5755308,0.96
2010-11-17,2336287,2130638,4466925,0.91
2010-11-18,2697546,2240532,4938078,0.83
2010-11-19,3039039,2016891,5055930,0.66
2010-11-22,2051901,1626692,3678593,0.79
2010-11-23,1830615,1730886,3561501,0.95
2010-11-24,1628020,1718240,3346260,1.06
2010-11-26,851755,725746,1577501,0.85
2010-11-29,1587769,1558926,3146695,0.98
2010-11-30,1797909,1605252,3403161,0.89
2010-12-01,2152195,1734434,3886629,0.81
2010-12-02,2534342,1784613,4318955,0.7
2010-12-03,2034740,1598200,3632940,0.79
2010-12-06,1991816,1439165,3430981,0.72
2010-12-07,2739878,2071754,4811632,0.76
2010-12-08,2098503,1555205,3653708,0.74
2010-12-09,2429054,1721955,4151009,0.71
2010-12-10,2391668,1827549,4219217,0.76
2010-12-13,2531827,1644586,4176413,0.65
2010-12-14,2389644,2157487,4547131,0.9
2010-12-15,2403920,1629178,4033098,0.68
2010-12-16,2741808,2377516,5119324,0.87
2010-12-17,2646829,2055855,4702684,0.78
2010-12-20,2189775,1645664,3835439,0.75
2010-12-21,1873646,1376377,3250023,0.73
2010-12-22,1916180,1594897,3511077,0.83
2010-12-23,1345645,1165160,2510805,0.87
2010-12-27,1049818,816754,1866572,0.78
2010-12-28,1227007,965522,2192529,0.79
2010-12-29,1199001,938122,2137123,0.78
2010-12-30,1465976,1050298,2516274,0.72
2010-12-31,1061368,1049435,2110803,0.99
2011-01-03,2801913,1822241,4624154,0.65
2011-01-04,2574652,1666234,4240886,0.65
2011-01-05,2581102,1820416,4401518,0.71
2011-01-06,2717724,2027237,4744961,0.75
2011-01-07,2527801,2295893,4823694,0.91
2011-01-10,2037140,1598426,3635566,0.78
2011-01-11,2241622,1882900,4124522,0.84
2011-01-12,2722671,2238900,4961571,0.82
2011-01-13,2742631,1981255,4723886,0.72
2011-01-14,3585423,2059596,5645019,0.57
2011-01-18,3122404,2291935,5414339,0.73
2011-01-19,3488276,2912894,6401170,0.84
2011-01-20,3088082,2887250,5975332,0.93
2011-01-21,3222456,2559096,5781552,0.79
2011-01-24,2262072,1710994,3973066,0.76
2011-01-25,2189480,2089231,4278711,0.95
2011-01-26,2252359,2068449,4320808,0.92
2011-01-27,2141411,2202811,4344222,1.03
2011-01-28,2725689,2945154,5670843,1.08
2011-01-31,1939551,1956941,3896492,1.01
2011-02-01,2853631,2279094,5132725,0.8
2011-02-02,2134575,1591993,3726568,0.75
2011-02-03,2181648,1890927,4072575,0.87
2011-02-04,2227249,1931971,4159220,0.87
2011-02-07,2405125,1971106,4376231,0.82
2011-02-08,2041400,1712521,3753921,0.84
2011-02-09,2325821,2030903,4356724,0.87
2011-02-10,2525861,1953722,4479583,0.77
2011-02-11,2593987,2134789,4728776,0.82
2011-02-14,2228074,1947258,4175332,0.87
2011-02-15,2290920,1930225,4221145,0.84
2011-02-16,2855243,2600722,5455965,0.91
2011-02-17,2904141,2096072,5000213,0.72
2011-02-18,2921166,2686283,5607449,0.92
2011-02-22,2754909,2700903,5455812,0.98
2011-02-23,3146720,3020453,6167173,0.96
2011-02-24,2387638,2351848,4739486,0.99
2011-02-25,2112832,1747934,3860766,0.83
2011-02-28,1874495,1571248,3445743,0.84
2011-03-01,2080839,1933138,4013977,0.93
2011-03-02,2096999,1656323,3753322,0.79
2011-03-03,2153360,1862820,4016180,0.87
2011-03-04,2528585,1996064,4524649,0.79
2011-03-07,2163110,1937293,4100403,0.9
2011-03-08,2104976,1874717,3979693,0.89
2011-03-09,1929528,1650946,3580474,0.86
2011-03-10,2781678,2934192,5715870,1.05
2011-03-11,2079888,2224424,4304312,1.07
2011-03-14,2280036,2166949,4446985,0.95
2011-03-15,3656285,3899911,7556196,1.07
2011-03-16,3589906,4244627,7834533,1.18
2011-03-17,2703776,2909753,5613529,1.08
2011-03-18,2783876,2831284,5615160,1.02
