date,index_call,index_put,index_total,index_pcr
2006-07-18,710841,1130092,1840933,1.59
2006-07-19,936933,1059094,1996027,1.13
2006-07-20,604902,1098424,1703326,1.82
2006-07-21,579065,1376284,1955349,2.38
2006-07-24,675266,638383,1313649,0.95
2006-07-25,370637,797898,1168535,2.15
2006-07-26,307074,801491,1108565,2.61
2006-07-27,315271,762951,1078222,2.42
2006-07-28,389315,600045,989360,1.54
2006-07-31,236895,347833,584728,1.47
2006-08-01,263090,379817,642907,1.44
2006-08-02,267935,496240,764175,1.85
2006-08-03,286916,449057,735973,1.57
2006-08-04,390241,805270,1195511,2.06
2006-08-07,299669,329780,629449,1.1
2006-08-08,532133,574288,1106421,1.08
2006-08-09,403340,672918,1076258,1.67
2006-08-10,467809,586377,1054186,1.25
2006-08-11,304751,442490,747241,1.45
2006-08-14,583319,589207,1172526,1.01
2006-08-15,751235,816719,1567954,1.09
2006-08-16,949024,990065,1939089,1.04
2006-08-17,846190,1073779,1919969,1.27
2006-08-18,882083,1155618,2037701,1.31
2006-08-21,425578,740800,1166378,1.74
2006-08-22,287444,685400,972844,2.38
2006-08-23,308912,756565,1065477,2.45
2006-08-24,281237,560495,841732,1.99
2006-08-25,203319,307278,510597,1.51
2006-08-28,344822,546452,891274,1.58
2006-08-29,265649,464207,729856,1.75
2006-08-30,277035,496735,773770,1.79
2006-08-31,283781,351041,634822,1.24
2006-09-01,339303,536906,876209,1.58
2006-09-05,261116,485350,746466,1.86
2006-09-06,330218,784431,1114649,2.38
2006-09-07,427549,750009,1177558,1.75
2006-09-08,315715,523941,839656,1.66
2006-09-11,462516,786319,1248835,1.7
2006-09-12,680473,940944,1621417,1.38
2006-09-13,819382,843621,1663003,1.03
2006-09-14,807952,895207,1703159,1.11
2006-09-15,779926,981252,1761178,1.26
2006-09-18,349554,729045,1078599,2.09
2006-09-19,306628,968721,1275349,3.16
2006-09-20,333388,591060,924448,1.77
2006-09-21,441566,627885,1069451,1.42
2006-09-22,356900,520801,877701,1.46
2006-09-25,275681,425836,701517,1.54
2006-09-26,372759,668303,1041062,1.79
2006-09-27,361883,561557,923440,1.55
2006-09-28,331678,415026,746704,1.25
2006-09-29,324065,383435,707500,1.18
2006-10-02,212563,447554,660117,2.11
2006-10-03,285260,507510,792770,1.78
2006-10-04,502816,713392,1216208,1.42
2006-10-05,455122,556086,1011208,1.22
2006-10-06,281205,528105,809310,1.88
2006-10-09,146598,398417,545015,2.72
2006-10-10,427219,532498,959717,1.25
2006-10-11,303254,619026,922280,2.04
2006-10-12,610433,823651,1434084,1.35
2006-10-13,641822,831803,1473625,1.3
2006-10-16,820820,966857,1787677,1.18
2006-10-17,596849,862324,1459173,1.44
2006-10-18,557688,920692,1478380,1.65
2006-10-19,633210,673127,1306337,1.06
2006-10-20,704358,889390,1593748,1.26
2006-10-23,637698,691204,1328902,1.08
2006-10-24,308023,847271,1155294,2.75
2006-10-25,338956,602631,941587,1.78
2006-10-26,516781,648209,1164990,1.25
2006-10-27,297462,739617,1037079,2.49
2006-10-30,241137,394758,635895,1.64
2006-10-31,358464,678243,1036707,1.89
2006-11-01,419430,642018,1061448,1.53
2006-11-02,211699,236992,448691,1.12
2006-11-03,210905,266663,477568,1.26
2006-11-06,201086,254035,455121,1.26
2006-11-07,297353,310046,607399,1.04
2006-11-08,454409,456037,910446,1.0
2006-11-09,291851,521508,813359,1.79
2006-11-10,250550,409810,660360,1.64
2006-11-13,456548,576953,1033501,1.26
2006-11-14,709662,849190,1558852,1.2
2006-11-15,914635,1144940,2059575,1.25
2006-11-16,787747,956928,1744675,1.21
2006-11-17,659432,1115208,1774640,1.69
2006-11-20,507407,829831,1337238,1.64
2006-11-21,298626,802311,1100937,2.69
2006-11-22,228115,453538,681653,1.99
2006-11-24,135771,370058,505829,2.73
2006-11-27,479986,1258639,1738625,2.62
2006-11-28,388600,609249,997849,1.57
2006-11-29,744896,666842,1411738,0.9
2006-11-30,391909,521990,913899,1.33
2006-12-01,490469,760957,1251426,1.55
2006-12-04,406392,598326,1004718,1.47
2006-12-05,404201,518889,923090,1.28
2006-12-06,345893,625995,971888,1.81
2006-12-07,432690,610684,1043374,1.41
2006-12-08,346127,492915,839042,1.42
2006-12-11,375387,433518,808905,1.15
2006-12-12,535474,779925,1315399,1.46
2006-12-13,511722,774615,1286337,1.51
2006-12-14,1144736,965908,2110644,0.84
2006-12-15,749327,902802,1652129,1.2
2006-12-18,238773,757713,996486,3.17
2006-12-19,558379,831760,1390139,1.49
2006-12-20,139341,356747,496088,2.56
2006-12-21,180476,343854,524330,1.91
2006-12-22,154139,321587,475726,2.09
2006-12-26,74684,131076,205760,1.76
2006-12-27,298016,327823,625839,1.1
2006-12-28,221599,218126,439725,0.98
2006-12-29,145861,224889,370750,1.54
2007-01-03,205724,309416,515140,1.5
2007-01-04,440914,733121,1174035,1.66
2007-01-05,290570,352167,642737,1.21
2007-01-08,232352,273485,505837,1.18
2007-01-09,237668,276434,514102,1.16
2007-01-10,477455,684881,1162336,1.43
2007-01-11,625959,688470,1314429,1.1
2007-01-12,322606,345792,668398,1.07
2007-01-16,515260,901158,1416418,1.75
2007-01-17,306362,489441,795803,1.6
2007-01-18,393677,536049,929726,1.36
2007-01-19,329331,590644,919975,1.79
2007-01-22,430140,624065,1054205,1.45
2007-01-23,413362,710123,1123485,1.72
2007-01-24,247491,434697,682188,1.76
2007-01-25,253423,614274,867697,2.42
2007-01-26,297561,426786,724347,1.43
2007-01-29,296260,655057,951317,2.21
2007-01-30,141025,303469,444494,2.15
2007-01-31,218874,346706,565580,1.58
2007-02-01,269289,347515,616804,1.29
2007-02-02,330538,556204,886742,1.68
2007-02-05,94058,205217,299275,2.18
2007-02-06,262624,544603,807227,2.07
2007-02-07,209059,244174,453233,1.17
2007-02-08,224539,316515,541054,1.41
2007-02-09,381115,436715,817830,1.15
2007-02-12,482616,941339,1423955,1.95
2007-02-13,344397,396705,741102,1.15
2007-02-14,523595,570192,1093787,1.09
2007-02-15,509557,523428,1032985,1.03
2007-02-16,321329,586868,908197,1.83
2007-02-20,400236,619782,1020018,1.55
2007-02-21,276474,512423,788897,1.85
2007-02-22,446873,869520,1316393,1.95
2007-02-23,261554,1012744,1274298,3.87
2007-02-26,324016,630985,955001,1.95
2007-02-27,1060648,3016629,4077277,2.84
2007-02-28,999201,1511497,2510698,1.51
2007-03-01,468947,1012737,1481684,2.16
2007-03-02,462177,725001,1187178,1.57
2007-03-05,891083,2263211,3154294,2.54
2007-03-06,495959,784999,1280958,1.58
2007-03-07,430575,740914,1171489,1.72
2007-03-08,813669,1068901,1882570,1.31
2007-03-09,637093,1021706,1658799,1.6
2007-03-12,630359,988717,1619076,1.57
2007-03-13,499341,837143,1336484,1.68
2007-03-14,666113,1681709,2347822,2.52
2007-03-15,628936,857328,1486264,1.36
2007-03-16,570752,1180424,1751176,2.07
2007-03-19,620115,756224,1376339,1.22
2007-03-20,276899,412888,689787,1.49
2007-03-21,910183,1576773,2486956,1.73
2007-03-22,793215,1074326,1867541,1.35
2007-03-23,264552,281636,546188,1.06
2007-03-26,447253,691349,1138602,1.55
2007-03-27,308188,635738,943926,2.06
2007-03-28,460915,1112127,1573042,2.41
2007-03-29,441872,867064,1308936,1.96
2007-03-30,432116,1030891,1463007,2.39
2007-04-02,163930,200264,364194,1.22
2007-04-03,476441,1011404,1487845,2.12
2007-04-04,185286,261305,446591,1.41
2007-04-05,257831,324930,582761,1.26
2007-04-09,192104,255278,447382,1.33
2007-04-10,248392,351368,599760,1.41
2007-04-11,323251,401133,724384,1.24
2007-04-12,301413,385820,687233,1.28
2007-04-13,369178,455377,824555,1.23
2007-04-16,928845,1164825,2093670,1.25
2007-04-17,804231,1028625,1832856,1.28
2007-04-18,515433,680322,1195755,1.32
2007-04-19,855802,1263485,2119287,1.48
2007-04-20,398851,554697,953548,1.39
2007-04-23,332418,592261,924679,1.78
2007-04-24,244692,647601,892293,2.65
2007-04-25,654438,845779,1500217,1.29
2007-04-26,483145,592276,1075421,1.23
2007-04-27,188033,415632,603665,2.21
2007-04-30,411419,411532,822951,1.0
2007-05-01,483305,1026645,1509950,2.12
2007-05-02,555230,756130,1311360,1.36
2007-05-03,360065,377531,737596,1.05
2007-05-04,497286,853140,1350426,1.72
2007-05-07,325068,579222,904290,1.78
2007-05-08,385732,875463,1261195,2.27
2007-05-09,723217,483844,1207061,0.67
2007-05-10,312465,500316,812781,1.6
2007-05-11,338035,503812,841847,1.49
2007-05-14,394277,468690,862967,1.19
2007-05-15,486666,473246,959912,0.97
2007-05-16,674074,833160,1507234,1.24
2007-05-17,618604,712917,1331521,1.15
2007-05-18,426641,766673,1193314,1.8
2007-05-21,315176,625559,940735,1.98
2007-05-22,316277,1218500,1534777,3.85
2007-05-23,578144,946676,1524820,1.64
2007-05-24,244042,521869,765911,2.14
2007-05-25,348201,784253,1132454,2.25
2007-05-29,326655,589949,916604,1.81
2007-05-30,348720,347974,696694,1.0
2007-05-31,569670,1082703,1652373,1.9
2007-06-01,245295,385144,630439,1.57
2007-06-04,218552,404292,622844,1.85
2007-06-05,863891,1167116,2031007,1.35
2007-06-06,457157,679166,1136323,1.49
2007-06-07,556193,780252,1336445,1.4
2007-06-08,490568,646878,1137446,1.32
2007-06-11,594520,1031809,1626329,1.74
2007-06-12,568277,688399,1256676,1.21
2007-06-13,468707,568838,1037545,1.21
2007-06-14,1134819,1236617,2371436,1.09
2007-06-15,777673,1716175,2493848,2.21
2007-06-18,458737,806901,1265638,1.76
2007-06-19,210308,431667,641975,2.05
2007-06-20,618213,1125615,1743828,1.82
2007-06-21,491827,875522,1367349,1.78
2007-06-22,554427,950635,1505062,1.71
2007-06-25,518308,888214,1406522,1.71
2007-06-26,436619,877068,1313687,2.01
2007-06-27,337398,520426,857824,1.54
2007-06-28,499710,742820,1242530,1.49
2007-06-29,666442,1034331,1700773,1.55
2007-07-02,296084,550040,846124,1.86
2007-07-03,200111,232666,432777,1.16
2007-07-05,220767,312243,533010,1.41
2007-07-06,322234,259637,581871,0.81
2007-07-09,205911,321114,527025,1.56
2007-07-10,324414,543905,868319,1.68
2007-07-11,413995,431556,845551,1.04
2007-07-12,835601,1107742,1943343,1.33
2007-07-13,418888,578486,997374,1.38
2007-07-16,607684,910782,1518466,1.5
2007-07-17,366743,596085,962828,1.63
2007-07-18,505753,831746,1337499,1.64
2007-07-19,764161,662762,1426923,0.87
2007-07-20,403859,696290,1100149,1.72
2007-07-23,425044,754864,1179908,1.78
2007-07-24,615484,1923403,2538887,3.13
2007-07-25,379762,650023,1029785,1.71
2007-07-26,1099364,2811024,3910388,2.56
2007-07-27,917014,2087857,3004871,2.28
2007-07-30,1077963,1840100,2918063,1.71
2007-07-31,978346,2025253,3003599,2.07
2007-08-01,542583,840433,1383016,1.55
2007-08-02,773737,1276235,2049972,1.65
2007-08-03,726467,1969786,2696253,2.71
2007-08-06,1089451,2028760,3118211,1.86
2007-08-07,1033956,1581520,2615476,1.53
2007-08-08,1146049,1847962,2994011,1.61
2007-08-09,947383,1886904,2834287,1.99
2007-08-10,760734,1064927,1825661,1.4
2007-08-13,1049709,1438558,2488267,1.37
2007-08-14,579341,963474,1542815,1.66
2007-08-15,564497,986885,1551382,1.75
2007-08-16,1142889,1887758,3030647,1.65
2007-08-17,572035,828339,1400374,1.45
2007-08-20,702315,989018,1691333,1.41
2007-08-21,784575,1025605,1810180,1.31
2007-08-22,420394,804679,1225073,1.91
2007-08-23,620713,1107803,1728516,1.78
2007-08-24,374279,391279,765558,1.05
2007-08-27,161612,317273,478885,1.96
2007-08-28,621950,1215784,1837734,1.95
2007-08-29,559361,793436,1352797,1.42
2007-08-30,450815,662575,1113390,1.47
2007-08-31,250103,427542,677645,1.71
2007-09-04,318008,578977,896985,1.82
2007-09-05,454477,982886,1437363,2.16
2007-09-06,233749,378133,611882,1.62
2007-09-07,306539,550314,856853,1.8
2007-09-10,555020,955796,1510816,1.72
2007-09-11,318730,430644,749374,1.35
2007-09-12,352779,431995,784774,1.22
2007-09-13,289611,466000,755611,1.61
2007-09-14,419201,875751,1294952,2.09
2007-09-17,679059,1042715,1721774,1.54
2007-09-18,1138133,1652260,2790393,1.45
2007-09-19,849957,1127443,1977400,1.33
2007-09-20,1196593,1774601,2971194,1.48
2007-09-21,881681,1247106,2128787,1.41
2007-09-24,332998,525788,858786,1.58
2007-09-25,249418,505885,755303,2.03
2007-09-26,662426,907370,1569796,1.37
2007-09-27,185186,313950,499136,1.7
2007-09-28,238174,358021,596195,1.5
2007-10-01,318208,462789,780997,1.45
2007-10-02,242305,540849,783154,2.23
2007-10-03,389642,585448,975090,1.5
2007-10-04,472403,647229,1119632,1.37
2007-10-05,772859,838838,1611697,1.09
2007-10-08,210836,271371,482207,1.29
2007-10-09,391684,437464,829148,1.12
2007-10-10,488278,881459,1369737,1.81
2007-10-11,464330,616830,1081160,1.33
2007-10-12,514087,723189,1237276,1.41
2007-10-15,406559,504322,910881,1.24
2007-10-16,481593,577606,1059199,1.2
2007-10-17,1042134,1449187,2491321,1.39
2007-10-18,916189,1136360,2052549,1.24
2007-10-19,1047451,2018170,3065621,1.93
2007-10-22,651231,1148360,1799591,1.76
2007-10-23,569922,1021278,1591200,1.79
2007-10-24,841192,1187675,2028867,1.41
2007-10-25,546128,981969,1528097,1.8
2007-10-26,628261,976201,1604462,1.55
2007-10-29,409786,843456,1253242,2.06
2007-10-30,465317,909516,1374833,1.95
2007-10-31,713129,1084109,1797238,1.52
2007-11-01,837860,1236578,2074438,1.48
2007-11-02,792176,1532529,2324705,1.93
2007-11-05,763619,1241846,2005465,1.63
2007-11-06,345261,384423,729684,1.11
2007-11-07,486865,680675,1167540,1.4
2007-11-08,1470957,2575102,4046059,1.75
2007-11-09,1141510,1747317,2888827,1.53
2007-11-12,1162504,1724523,2887027,1.48
2007-11-13,1204453,2021090,3225543,1.68
2007-11-14,621649,687450,1309099,1.11
2007-11-15,1140465,2104798,3245263,1.85
2007-11-16,549488,670222,1219710,1.22
2007-11-19,460654,703362,1164016,1.53
2007-11-20,916279,1492170,2408449,1.63
2007-11-21,517208,933784,1450992,1.81
2007-11-23,155800,255959,411759,1.64
2007-11-26,610250,916223,1526473,1.5
2007-11-27,609355,1031636,1640991,1.69
2007-11-28,834659,1243197,2077856,1.49
2007-11-29,395652,700865,1096517,1.77
2007-11-30,676077,1179253,1855330,1.74
2007-12-03,364058,495476,859534,1.36
2007-12-04,434621,677267,1111888,1.56
2007-12-05,315183,432522,747705,1.37
2007-12-06,320753,481966,802719,1.5
2007-12-07,301906,517581,819487,1.71
2007-12-10,318705,392925,711630,1.23
2007-12-11,982275,1502205,2484480,1.53
2007-12-12,739227,1133199,1872426,1.53
2007-12-13,673659,1085974,1759633,1.61
2007-12-14,561084,1046794,1607878,1.87
2007-12-17,508248,670266,1178514,1.32
2007-12-18,553561,750671,1304232,1.36
2007-12-19,490123,789767,1279890,1.61
2007-12-20,505853,651367,1157220,1.29
2007-12-21,308116,585476,893592,1.9
2007-12-24,209159,205063,414222,0.98
2007-12-26,166665,248736,415401,1.49
2007-12-27,409145,755377,1164522,1.85
2007-12-28,127468,223170,350638,1.75
2007-12-31,410710,773408,1184118,1.88
2008-01-02,717080,1237827,1954907,1.73
2008-01-03,688008,1056822,1744830,1.54
2008-01-04,1133523,1979108,3112631,1.75
2008-01-07,840905,1222927,2063832,1.45
2008-01-08,900137,1806051,2706188,2.01
2008-01-09,1247391,2132281,3379672,1.71
2008-01-10,467790,524682,992472,1.12
2008-01-11,367075,486321,853396,1.32
2008-01-14,454581,464174,918755,1.02
2008-01-15,1088841,1666250,2755091,1.53
2008-01-16,1584845,2440879,4025724,1.54
2008-01-17,730403,1456733,2187136,1.99
2008-01-18,1304458,2310828,3615286,1.77
2008-01-22,1061802,2059238,3121040,1.94
2008-01-23,560900,766816,1327716,1.37
2008-01-24,427963,631160,1059123,1.47
2008-01-25,432660,616969,1049629,1.43
2008-01-28,689811,947939,1637750,1.37
2008-01-29,300456,415255,715711,1.38
2008-01-30,1129780,1184010,2313790,1.05
2008-01-31,902564,1211900,2114464,1.34
2008-02-01,979751,1222065,2201816,1.25
2008-02-04,526024,858225,1384249,1.63
2008-02-05,307109,455086,762195,1.48
2008-02-06,736194,1069872,1806066,1.45
2008-02-07,1013165,1452745,2465910,1.43
2008-02-08,366616,462658,829274,1.26
2008-02-11,786946,1102699,1889645,1.4
2008-02-12,560939,648686,1209625,1.16
2008-02-13,965162,1180426,2145588,1.22
2008-02-14,1097166,1402416,2499582,1.28
2008-02-15,832539,1436660,2269199,1.73
2008-02-19,676832,1116505,1793337,1.65
2008-02-20,715446,795018,1510464,1.11
2008-02-21,350028,366052,716080,1.05
2008-02-22,405807,515078,920885,1.27
2008-02-25,253393,409612,663005,1.62
2008-02-26,439045,521065,960110,1.19
2008-02-27,538011,961655,1499666,1.79
2008-02-28,195438,308695,504133,1.58
2008-02-29,830638,1496753,2327391,1.8
2008-03-03,277317,490067,767384,1.77
2008-03-04,871520,1320820,2192340,1.52
2008-03-05,697687,1283202,1980889,1.84
2008-03-06,860901,1247262,2108163,1.45
2008-03-07,498811,585320,1084131,1.17
2008-03-10,446584,656873,1103457,1.47
2008-03-11,495815,666557,1162372,1.34
2008-03-12,826311,1234960,2061271,1.49
2008-03-13,1043103,1786877,2829980,1.71
2008-03-14,1348582,2182125,3530707,1.62
2008-03-17,567023,722722,1289745,1.27
2008-03-18,1374248,1734171,3108419,1.26
2008-03-19,606470,921922,1528392,1.52
2008-03-20,353256,526679,879935,1.49
2008-03-24,1031134,1130796,2161930,1.1
2008-03-25,669099,890325,1559424,1.33
2008-03-26,713964,1054391,1768355,1.48
2008-03-27,187985,365034,553019,1.94
2008-03-28,168764,335005,503769,1.99
2008-03-31,177271,290451,467722,1.64
2008-04-01,519305,556868,1076173,1.07
2008-04-02,366704,614586,981290,1.68
2008-04-03,504456,763332,1267788,1.51
2008-04-04,258080,702152,960232,2.72
2008-04-07,304919,511641,816560,1.68
2008-04-08,215367,396820,612187,1.84
2008-04-09,690031,1063318,1753349,1.54
2008-04-10,363641,380522,744163,1.05
2008-04-11,764041,1446748,2210789,1.89
2008-04-14,732892,916248,1649140,1.25
2008-04-15,748915,919196,1668111,1.23
2008-04-16,1186746,1409804,2596550,1.19
2008-04-17,621729,696648,1318377,1.12
2008-04-18,1245028,1507500,2752528,1.21
2008-04-21,482877,967772,1450649,2.0
2008-04-22,523927,1141846,1665773,2.18
2008-04-23,462149,750937,1213086,1.62
2008-04-24,771544,1057716,1829260,1.37
2008-04-25,274573,323592,598165,1.18
2008-04-28,459844,788247,1248091,1.71
2008-04-29,175258,296595,471853,1.69
2008-04-30,591975,893250,1485225,1.51
2008-05-01,320470,407673,728143,1.27
2008-05-02,796102,1105385,1901487,1.39
2008-05-05,487654,788778,1276432,1.62
2008-05-06,780143,1050621,1830764,1.35
2008-05-07,373365,607567,980932,1.63
2008-05-08,519943,854588,1374531,1.64
2008-05-09,710455,933945,1644400,1.31
2008-05-12,334001,398266,732267,1.19
2008-05-13,813376,935516,1748892,1.15
2008-05-14,673822,675979,1349801,1.0
2008-05-15,603130,594361,1197491,0.99
2008-05-16,422087,469600,891687,1.11
2008-05-19,796918,1170414,1967332,1.47
2008-05-20,356729,538058,894787,1.51
2008-05-21,360017,718783,1078800,2.0
2008-05-22,595717,993406,1589123,1.67
2008-05-23,332917,441895,774812,1.33
2008-05-27,228964,246113,475077,1.07
2008-05-28,263390,323484,586874,1.23
2008-05-29,408769,373601,782370,0.91
2008-05-30,468481,672194,1140675,1.43
2008-06-02,709258,1127721,1836979,1.59
2008-06-03,636326,1171505,1807831,1.84
2008-06-04,280724,344150,624874,1.23
2008-06-05,384209,413603,797812,1.08
2008-06-06,502972,761634,1264606,1.51
2008-06-09,487557,509639,997196,1.05
2008-06-10,992056,1137953,2130009,1.15
2008-06-11,1060133,1636363,2696496,1.54
2008-06-12,909986,1177153,2087139,1.29
2008-06-13,935915,1083260,2019175,1.16
2008-06-16,412977,402109,815086,0.97
2008-06-17,355067,490374,845441,1.38
2008-06-18,1117709,1648255,2765964,1.47
2008-06-19,1306651,1684941,2991592,1.29
2008-06-20,1136811,2246345,3383156,1.98
2008-06-23,760664,994822,1755486,1.31
2008-06-24,877074,1230096,2107170,1.4
2008-06-25,1020086,1094871,2114957,1.07
2008-06-26,1129286,1886159,3015445,1.67
2008-06-27,1024783,1588680,2613463,1.55
2008-06-30,1032428,1548036,2580464,1.5
2008-07-01,593862,700063,1293925,1.18
2008-07-02,997404,1716813,2714217,1.72
2008-07-03,663054,1168124,1831178,1.76
2008-07-07,523186,604142,1127328,1.15
2008-07-08,1196405,1740877,2937282,1.46
2008-07-09,1081003,1351978,2432981,1.25
2008-07-10,1226772,1527749,2754521,1.25
2008-07-11,1550078,2327194,3877272,1.5
2008-07-14,615647,689359,1305006,1.12
2008-07-15,923385,1170313,2093698,1.27
2008-07-16,1738273,1934678,3672951,1.11
2008-07-17,942374,898643,1841017,0.95
2008-07-18,1134505,1467851,2602356,1.29
2008-07-21,688007,919569,1607576,1.34
2008-07-22,1029755,1193539,2223294,1.16
2008-07-23,1251449,1709594,2961043,1.37
2008-07-24,884117,1355254,2239371,1.53
2008-07-25,795210,788096,1583306,0.99
2008-07-28,301884,450997,752881,1.49
2008-07-29,279292,396417,675709,1.42
2008-07-30,362162,462364,824526,1.28
2008-07-31,695241,1035752,1730993,1.49
2008-08-01,208717,432506,641223,2.07
2008-08-04,281533,461615,743148,1.64
2008-08-05,890825,1027902,1918727,1.15
2008-08-06,1042041,1296204,2338245,1.24
2008-08-07,377139,571075,948214,1.51
2008-08-08,483322,671787,1155109,1.39
2008-08-11,687612,722119,1409731,1.05
2008-08-12,510449,745928,1256377,1.46
2008-08-13,1259328,1749783,3009111,1.39
2008-08-14,1611029,1651606,3262635,1.03
2008-08-15,392431,536572,929003,1.37
2008-08-18,851388,1252207,2103595,1.47
2008-08-19,952645,1363167,2315812,1.43
2008-08-20,252477,428846,681323,1.7
2008-08-21,330786,330648,661434,1.0
2008-08-22,280635,360179,640814,1.28
2008-08-25,198394,352873,551267,1.78
2008-08-26,224166,298813,522979,1.33
2008-08-27,248416,230522,478938,0.93
2008-08-28,423240,414468,837708,0.98
2008-08-29,181378,313874,495252,1.73
2008-09-02,299453,424837,724290,1.42
2008-09-03,297087,459497,756584,1.55
2008-09-04,1347697,1904490,3252187,1.41
2008-09-05,1286356,1589107,2875463,1.24
2008-09-08,488170,490409,978579,1.0
2008-09-09,1289371,1650582,2939953,1.28
2008-09-10,505312,674097,1179409,1.33
2008-09-11,626087,650138,1276225,1.04
2008-09-12,624467,624688,1249155,1.0
2008-09-15,1393631,2442961,3836592,1.75
2008-09-16,1926803,3195356,5122159,1.66
2008-09-17,1017037,1688812,2705849,1.66
2008-09-18,1007116,1685775,2692891,1.67
2008-09-19,2035051,2450099,4485150,1.2
2008-09-22,986437,1317359,2303796,1.34
2008-09-23,1186090,1571474,2757564,1.32
2008-09-24,924593,1330596,2255189,1.44
2008-09-25,1269291,1257316,2526607,0.99
2008-09-26,939913,1188856,2128769,1.26
2008-09-29,516619,908078,1424697,1.76
2008-09-30,594033,1122477,1716510,1.89
2008-10-01,888580,1202142,2090722,1.35
2008-10-02,982014,2030915,3012929,2.07
2008-10-03,526125,769778,1295903,1.46
2008-10-06,957664,2001380,2959044,2.09
2008-10-07,689272,1033050,1722322,1.5
2008-10-08,727184,1318993,2046177,1.81
2008-10-09,1540765,2540398,4081163,1.65
2008-10-10,2172952,3070053,5243005,1.41
2008-10-13,1791410,1893018,3684428,1.06
2008-10-14,1798423,1669565,3467988,0.93
2008-10-15,1673588,2198733,3872321,1.31
2008-10-16,2223352,2885715,5109067,1.3
2008-10-17,1593018,1778679,3371697,1.12
2008-10-20,975859,1027739,2003598,1.05
2008-10-21,600174,518908,1119082,0.86
2008-10-22,1136849,1803584,2940433,1.59
2008-10-23,605899,918455,1524354,1.52
2008-10-24,894819,1412897,2307716,1.58
2008-10-27,361723,500658,862381,1.38
2008-10-28,463328,765397,1228725,1.65
2008-10-29,1063371,1140812,2204183,1.07
2008-10-30,809823,798870,1608693,0.99
2008-10-31,299101,544318,843419,1.82
2008-11-03,621507,808197,1429704,1.3
2008-11-04,999039,1420999,2420038,1.42
2008-11-05,949437,1055794,2005231,1.11
2008-11-06,435387,710339,1145726,1.63
2008-11-07,278775,369217,647992,1.32
2008-11-10,636736,866353,1503089,1.36
2008-11-11,286054,436674,722728,1.53
2008-11-12,1098183,1481464,2579647,1.35
2008-11-13,1520604,1617862,3138466,1.06
2008-11-14,1062606,1298797,2361403,1.22
2008-11-17,1032001,1059762,2091763,1.03
2008-11-18,700147,710135,1410282,1.01
2008-11-19,1383013,2261881,3644894,1.64
2008-11-20,1706341,2673677,4380018,1.57
2008-11-21,1749364,1969559,3718923,1.13
2008-11-24,1193447,1180192,2373639,0.99
2008-11-25,786339,722309,1508648,0.92
2008-11-26,336265,401267,737532,1.19
2008-11-28,131948,156212,288160,1.18
2008-12-01,320887,382998,703885,1.19
2008-12-02,652779,820970,1473749,1.26
2008-12-03,299177,369863,669040,1.24
2008-12-04,801232,876030,1677262,1.09
2008-12-05,285963,425037,711000,1.49
2008-12-08,968242,1043954,2012196,1.08
2008-12-09,330459,430515,760974,1.3
2008-12-10,418475,496586,915061,1.19
2008-12-11,425461,535717,961178,1.26
2008-12-12,481559,572370,1053929,1.19
2008-12-15,444907,522186,967093,1.17
2008-12-16,1197938,1397409,2595347,1.17
2008-12-17,583723,645511,1229234,1.11
2008-12-18,1119164,1126545,2245709,1.01
2008-12-19,402392,373594,775986,0.93
2008-12-22,558402,562881,1121283,1.01
2008-12-23,212701,269459,482160,1.27
2008-12-24,151341,163630,314971,1.08
2008-12-26,63564,85439,149003,1.34
2008-12-29,195831,239742,435573,1.22
2008-12-30,425612,509302,934914,1.2
2008-12-31,598400,652539,1250939,1.09
2009-01-02,255484,381463,636947,1.49
2009-01-05,706521,801720,1508241,1.13
2009-01-06,375756,386703,762459,1.03
2009-01-07,301819,392178,693997,1.3
2009-01-08,286614,426809,713423,1.49
2009-01-09,381047,502843,883890,1.32
2009-01-12,811925,1130231,1942156,1.39
2009-01-13,1092216,985153,2077369,0.9
2009-01-14,1179584,1596346,2775930,1.35
2009-01-15,681911,828777,1510688,1.22
2009-01-16,1028371,1249681,2278052,1.22
2009-01-20,935881,1008971,1944852,1.08
2009-01-21,881912,1014576,1896488,1.15
2009-01-22,286017,352054,638071,1.23
2009-01-23,784362,776608,1560970,0.99
2009-01-26,696872,691177,1388049,0.99
2009-01-27,584496,566040,1150536,0.97
2009-01-28,553080,396901,949981,0.72
2009-01-29,713876,777949,1491825,1.09
2009-01-30,695597,900258,1595855,1.29
2009-02-02,336021,244504,580525,0.73
2009-02-03,304529,304076,608605,1.0
2009-02-04,291763,233262,525025,0.8
2009-02-05,278535,314063,592598,1.13
2009-02-06,1207814,1053313,2261127,0.87
2009-02-09,238167,278485,516652,1.17
2009-02-10,605063,468558,1073621,0.77
2009-02-11,282111,291830,573941,1.03
2009-02-12,975021,907911,1882932,0.93
2009-02-13,711776,792996,1504772,1.11
2009-02-17,1086855,1244735,2331590,1.15
2009-02-18,1022010,1584832,2606842,1.55
2009-02-19,595245,802340,1397585,1.35
2009-02-20,530743,485617,1016360,0.91
2009-02-23,410586,569519,980105,1.39
2009-02-24,894144,912481,1806625,1.02
2009-02-25,330788,402681,733469,1.22
2009-02-26,297239,302374,599613,1.02
2009-02-27,768384,1125463,1893847,1.46
2009-03-02,513853,624519,1138372,1.22
2009-03-03,1014833,1196429,2211262,1.18
2009-03-04,1027988,1151280,2179268,1.12
